Canto,Person,Occurences
490,rama,2
490,gomati,1
490,nandigrama,1
490,dandak,1
491,hanuman,1
491,dandak,1
491,viradha,1
491,rama,2
491,indra,1
491,khara,1
491,trisiras,1
491,dushan,1
491,ravan,1
491,jatayus,1
492,bharat,7
492,satrughna,3
492,honour,1
492,air,1
492,kausalya,1
492,sumitra,1
492,rama,4
492,ravan,1
492,vibhishan,2
492,sugriva,2
492,lakshman,1
492,jambavan,1
493,bharat,4
493,rama,6
493,sita,2
493,sumantra,1
493,satrughna,3
493,ayodhya,1
493,indra,1
493,glory,2
493,vibhishan,1
493,sugriva,3
493,satrunjay,1
493,ocean,1
493,air,1
493,vijay,1
493,vamadeva,1
493,wind,1
493,mahendra,1
493,angad,1
