Source,Target,Book_no,Weight
javali,right,1,0.3048382
javali,rishyasring,1,0.37974215
javali,rudra,1,0.25449884
javali,sagar,1,0.31091732
javali,sakas,1,-0.0356197
javali,sanatkumar,1,-0.0017230674
javali,santa,1,0.30665594
javali,satananda,1,0.27015325
javali,satrughna,1,0.21129058
javali,sita,1,0.2806404
javali,siva,1,0.27428213
javali,sthanu,1,0.25044498
javali,sudaman,1,0.12146452
javali,sudarsan,1,0.32108468
javali,sudhanva,1,0.18176405
javali,sudras,1,-0.15860488
javali,sugriva,1,0.3201205
javali,suketu,1,0.2562766
javali,sumantra,1,0.31889758
javali,sumati,1,0.11513866
javali,sumitra,1,0.2956136
javali,sun,1,0.34622034
javali,sunahsepha,1,0.07585278
javali,sunda,1,0.13459769
javali,suvahu,1,0.2121345
javali,tadaka,1,0.175627
javali,tara,1,0.03054256
javali,thousand-eyed,1,0.2739631
javali,titan,1,0.29198313
javali,trident,1,0.1806163
javali,tripura,1,0.08592533
javali,trisanku,1,0.15151884
javali,uma,1,0.20912023
javali,urmila,1,0.18281998
javali,valmiki,1,0.24820304
javali,vamadeva,1,0.15650593
javali,varun,1,0.15828529
javali,vasishtha,1,0.31509432
javali,vasudeva,1,-0.050380174
javali,vedas,1,0.20673954
javali,vibhandak,1,0.12979198
javali,vibhishan,1,0.03946568
javali,viradha,1,0.18010616
javali,virtue,1,0.2977181
javali,visala,1,0.1265965
javali,vishnu,1,0.31688344
javali,visvamitra,1,0.31075045
javali,wind,1,0.27683586
javali,wind-god,1,0.20970537
javali,yudhajit,1,0.11851848
jaya,justice,1,-0.0012381951
jaya,kabandha,1,0.11837447
jaya,kaikeyi,1,0.16830984
jaya,kambojas,1,0.16076733
jaya,kandarpa,1,0.049525723
jaya,kasyap,1,0.072234616
jaya,kausalya,1,0.16089788
jaya,kesini,1,0.08486526
jaya,krisasva,1,0.017806113
jaya,kusa,1,0.21745715
jaya,kusadhwaj,1,0.19009976
jaya,kusanabha,1,0.18043716
jaya,kusik,1,0.20011613
jaya,lakshman,1,0.23119293
jaya,lanka,1,0.19496962
jaya,lomapad,1,0.17807482
jaya,madhu,1,0.19668654
jaya,madhushyand,1,0.10796235
jaya,mahodaya,1,0.0614022
jaya,manu,1,0.11615752
jaya,maricha,1,0.16369209
jaya,maru,1,-0.035533905
jaya,maruts,1,0.120616466
jaya,mithila,1,0.37060365
jaya,moon,1,0.20434412
jaya,nabhag,1,0.08309686
jaya,nagas,1,0.0113087995
jaya,nahush,1,0.20705073
jaya,nala,1,0.1410789
jaya,nandigrama,1,0.052741166
jaya,narad,1,0.042829134
jaya,narayan,1,0.15428534
jaya,nimi,1,0.00829982
jaya,ocean,1,0.13242781
jaya,pahlavas,1,-0.088058084
jaya,phalguni,1,0.04716472
jaya,raghu,1,0.22719762
jaya,rain,1,0.23509766
jaya,rama,1,0.22777744
jaya,rambha,1,0.001999656
jaya,ravan,1,0.13352789
jaya,richika,1,0.16958448
jaya,right,1,0.22713016
jaya,rishyasring,1,0.16754751
jaya,rudra,1,0.012854487
jaya,sagar,1,0.20126213
jaya,sakas,1,-0.0688201
jaya,sanatkumar,1,0.0047487943
jaya,santa,1,0.21014346
jaya,satananda,1,0.19483954
jaya,satrughna,1,0.21848284
jaya,sita,1,0.2374138
jaya,siva,1,0.17116539
jaya,sthanu,1,0.12771094
jaya,sudaman,1,-0.02103922
jaya,sudarsan,1,0.20288995
jaya,sudhanva,1,-0.017288053
jaya,sudras,1,-0.103180826
jaya,sugriva,1,0.18819186
jaya,suketu,1,0.02852775
jaya,sumantra,1,0.17158139
jaya,sumati,1,0.17820385
jaya,sumitra,1,0.13345276
jaya,sun,1,0.18827334
jaya,sunahsepha,1,0.113039516
jaya,sunda,1,0.13316174
jaya,suvahu,1,0.16734758
jaya,tadaka,1,0.22376038
jaya,tara,1,0.021668194
jaya,thousand-eyed,1,0.15201488
jaya,titan,1,0.18018034
jaya,trident,1,0.046596088
jaya,tripura,1,0.064089365
jaya,trisanku,1,0.22434156
jaya,uma,1,0.15010203
jaya,urmila,1,0.26667458
jaya,valmiki,1,0.16949405
jaya,vamadeva,1,0.16733435
jaya,varun,1,0.019741455
jaya,vasishtha,1,0.19265176
jaya,vasudeva,1,0.0740252
jaya,vedas,1,0.1076789
jaya,vibhandak,1,0.06193109
jaya,vibhishan,1,-0.11952016
jaya,viradha,1,0.21238936
jaya,virtue,1,0.21384534
jaya,visala,1,0.1313995
jaya,vishnu,1,0.20488769
jaya,visvamitra,1,0.1869252
jaya,wind,1,0.2334784
jaya,wind-god,1,0.16676028
jaya,yudhajit,1,0.124936
justice,kabandha,1,0.29450247
justice,kaikeyi,1,0.5356858
justice,kambojas,1,0.18685608
justice,kandarpa,1,0.2759785
justice,kasyap,1,0.49452117
justice,kausalya,1,0.4556326
justice,kesini,1,0.12269169
justice,krisasva,1,0.17881052
justice,kusa,1,0.25766143
justice,kusadhwaj,1,0.16244589
justice,kusanabha,1,0.48427892
justice,kusik,1,0.3032933
justice,lakshman,1,0.6460697
justice,lanka,1,0.11325263
justice,lomapad,1,0.4970114
justice,madhu,1,0.43082342
justice,madhushyand,1,0.16781476
justice,mahodaya,1,0.2505913
justice,manu,1,0.31086734
justice,maricha,1,0.5496198
justice,maru,1,0.30558217
justice,maruts,1,0.3267912
justice,mithila,1,0.49347866
justice,moon,1,0.63183224
justice,nabhag,1,0.20358352
justice,nagas,1,0.25546563
justice,nahush,1,0.11925094
justice,nala,1,0.17199063
justice,nandigrama,1,0.2531221
justice,narad,1,0.108241394
justice,narayan,1,0.21205918
justice,nimi,1,0.36455506
justice,ocean,1,0.6520995
justice,pahlavas,1,0.058629718
justice,phalguni,1,0.07372553
justice,raghu,1,0.6183615
justice,rain,1,0.6271914
justice,rama,1,0.66088206
justice,rambha,1,-0.053004492
justice,ravan,1,0.6007148
justice,richika,1,0.24666119
justice,right,1,0.63303095
justice,rishyasring,1,0.6530598
justice,rudra,1,0.36784205
justice,sagar,1,0.66143936
justice,sakas,1,0.16084014
justice,sanatkumar,1,0.24277811
justice,santa,1,0.61291516
justice,satananda,1,0.44486758
justice,satrughna,1,0.3914151
justice,sita,1,0.6392673
justice,siva,1,0.5368939
justice,sthanu,1,0.3278435
justice,sudaman,1,0.024029274
justice,sudarsan,1,0.16910739
justice,sudhanva,1,0.0758395
justice,sudras,1,0.2862777
justice,sugriva,1,0.61300933
justice,suketu,1,0.17342679
justice,sumantra,1,0.58808607
justice,sumati,1,0.4682945
justice,sumitra,1,0.47206867
justice,sun,1,0.6545752
justice,sunahsepha,1,0.3757178
justice,sunda,1,0.526934
justice,suvahu,1,0.4758008
justice,tadaka,1,0.5292227
justice,tara,1,0.27590817
justice,thousand-eyed,1,0.57437634
justice,titan,1,0.34021473
justice,trident,1,0.52883
justice,tripura,1,0.30078113
justice,trisanku,1,0.4355889
justice,uma,1,0.3446115
justice,urmila,1,0.36495778
justice,valmiki,1,0.5018627
justice,vamadeva,1,0.41980177
justice,varun,1,0.3212215
justice,vasishtha,1,0.6799711
justice,vasudeva,1,0.23950382
justice,vedas,1,0.27968758
justice,vibhandak,1,0.3874055
justice,vibhishan,1,0.21701865
justice,viradha,1,0.12146899
justice,virtue,1,0.65832764
justice,visala,1,0.14629592
justice,vishnu,1,0.647631
justice,visvamitra,1,0.6705087
justice,wind,1,0.5742484
justice,wind-god,1,0.42691237
justice,yudhajit,1,0.25594053
kabandha,kaikeyi,1,0.3482482
kabandha,kambojas,1,0.05425748
kabandha,kandarpa,1,0.17746596
kabandha,kasyap,1,0.33068702
kabandha,kausalya,1,0.32227814
kabandha,kesini,1,0.23904811
kabandha,krisasva,1,0.27811858
kabandha,kusa,1,0.039186183
kabandha,kusadhwaj,1,0.25497
kabandha,kusanabha,1,0.27450636
kabandha,kusik,1,0.28395635
kabandha,lakshman,1,0.40095168
kabandha,lanka,1,0.08901612
kabandha,lomapad,1,0.21953455
kabandha,madhu,1,0.26565605
kabandha,madhushyand,1,0.18519184
kabandha,mahodaya,1,0.19151013
kabandha,manu,1,0.19464251
kabandha,maricha,1,0.31682986
kabandha,maru,1,0.2791395
kabandha,maruts,1,0.15978804
kabandha,mithila,1,0.2754028
kabandha,moon,1,0.35140696
kabandha,nabhag,1,0.20079331
kabandha,nagas,1,0.06444291
kabandha,nahush,1,0.12345812
kabandha,nala,1,0.2988535
kabandha,nandigrama,1,0.066802576
kabandha,narad,1,0.033994064
kabandha,narayan,1,0.06637083
kabandha,nimi,1,0.07305251
kabandha,ocean,1,0.27507874
kabandha,pahlavas,1,0.17182723
kabandha,phalguni,1,0.12871577
kabandha,raghu,1,0.4550815
kabandha,rain,1,0.37986398
kabandha,rama,1,0.39631903
kabandha,rambha,1,-0.083812386
kabandha,ravan,1,0.39474884
kabandha,richika,1,0.16487926
kabandha,right,1,0.466272
kabandha,rishyasring,1,0.35270485
kabandha,rudra,1,0.17459889
kabandha,sagar,1,0.39353478
kabandha,sakas,1,0.20985802
kabandha,sanatkumar,1,0.104939476
kabandha,santa,1,0.37539938
kabandha,satananda,1,0.32287377
kabandha,satrughna,1,0.22151259
kabandha,sita,1,0.42292446
kabandha,siva,1,0.2619676
kabandha,sthanu,1,0.15536779
kabandha,sudaman,1,-0.003409056
kabandha,sudarsan,1,0.2573853
kabandha,sudhanva,1,0.0407111
kabandha,sudras,1,0.055816147
kabandha,sugriva,1,0.29159632
kabandha,suketu,1,0.09002306
kabandha,sumantra,1,0.3147297
kabandha,sumati,1,0.18390244
kabandha,sumitra,1,0.24546593
kabandha,sun,1,0.3751721
kabandha,sunahsepha,1,0.1730819
kabandha,sunda,1,0.30610287
kabandha,suvahu,1,0.23779313
kabandha,tadaka,1,0.34715122
kabandha,tara,1,0.12356024
kabandha,thousand-eyed,1,0.34198812
kabandha,titan,1,0.2335512
kabandha,trident,1,0.25429597
kabandha,tripura,1,0.23428026
kabandha,trisanku,1,0.32522097
kabandha,uma,1,0.2281761
kabandha,urmila,1,0.21754639
kabandha,valmiki,1,0.3106594
kabandha,vamadeva,1,0.24659951
kabandha,varun,1,0.13556257
kabandha,vasishtha,1,0.38763818
kabandha,vasudeva,1,0.15719791
kabandha,vedas,1,0.12961197
kabandha,vibhandak,1,0.3267942
kabandha,vibhishan,1,0.121890806
kabandha,viradha,1,0.09283389
kabandha,virtue,1,0.3523234
kabandha,visala,1,0.10780445
kabandha,vishnu,1,0.42090407
kabandha,visvamitra,1,0.38389736
kabandha,wind,1,0.24190351
kabandha,wind-god,1,0.16408706
kabandha,yudhajit,1,0.12950957
kaikeyi,kambojas,1,0.23316218
kaikeyi,kandarpa,1,0.35489818
kaikeyi,kasyap,1,0.6479844
kaikeyi,kausalya,1,0.567695
kaikeyi,kesini,1,0.30752036
kaikeyi,krisasva,1,0.28749666
kaikeyi,kusa,1,0.34524244
kaikeyi,kusadhwaj,1,0.24958344
kaikeyi,kusanabha,1,0.62877464
kaikeyi,kusik,1,0.4731263
kaikeyi,lakshman,1,0.7666685
kaikeyi,lanka,1,0.22625522
kaikeyi,lomapad,1,0.578629
kaikeyi,madhu,1,0.5996429
kaikeyi,madhushyand,1,0.32937714
kaikeyi,mahodaya,1,0.26260686
kaikeyi,manu,1,0.32918516
kaikeyi,maricha,1,0.6763621
kaikeyi,maru,1,0.25876138
kaikeyi,maruts,1,0.35284153
kaikeyi,mithila,1,0.67051226
kaikeyi,moon,1,0.7607347
kaikeyi,nabhag,1,0.23034798
kaikeyi,nagas,1,0.22298738
kaikeyi,nahush,1,0.17115623
kaikeyi,nala,1,0.26266545
kaikeyi,nandigrama,1,0.26852047
kaikeyi,narad,1,0.24934904
kaikeyi,narayan,1,0.3114956
kaikeyi,nimi,1,0.34644198
kaikeyi,ocean,1,0.691123
kaikeyi,pahlavas,1,0.15677764
kaikeyi,phalguni,1,0.21853732
kaikeyi,raghu,1,0.74840796
kaikeyi,rain,1,0.8003987
kaikeyi,rama,1,0.794067
kaikeyi,rambha,1,-0.146183
kaikeyi,ravan,1,0.7532389
kaikeyi,richika,1,0.35620216
kaikeyi,right,1,0.74529433
kaikeyi,rishyasring,1,0.7771173
kaikeyi,rudra,1,0.3977865
kaikeyi,sagar,1,0.67989516
kaikeyi,sakas,1,0.24806526
kaikeyi,sanatkumar,1,0.24297057
kaikeyi,santa,1,0.7148897
kaikeyi,satananda,1,0.52131206
kaikeyi,satrughna,1,0.4833768
kaikeyi,sita,1,0.7277592
kaikeyi,siva,1,0.59976023
kaikeyi,sthanu,1,0.40356383
kaikeyi,sudaman,1,-0.10235808
kaikeyi,sudarsan,1,0.3199776
kaikeyi,sudhanva,1,0.19612955
kaikeyi,sudras,1,0.3539426
kaikeyi,sugriva,1,0.7006692
kaikeyi,suketu,1,0.20259263
kaikeyi,sumantra,1,0.6557224
kaikeyi,sumati,1,0.5317847
kaikeyi,sumitra,1,0.5306872
kaikeyi,sun,1,0.7775841
kaikeyi,sunahsepha,1,0.4737206
kaikeyi,sunda,1,0.50657576
kaikeyi,suvahu,1,0.51615095
kaikeyi,tadaka,1,0.6542838
kaikeyi,tara,1,0.19231613
kaikeyi,thousand-eyed,1,0.70019704
kaikeyi,titan,1,0.61302364
kaikeyi,trident,1,0.5094412
kaikeyi,tripura,1,0.31731975
kaikeyi,trisanku,1,0.6366952
kaikeyi,uma,1,0.41555768
kaikeyi,urmila,1,0.4741183
kaikeyi,valmiki,1,0.4386837
kaikeyi,vamadeva,1,0.4230814
kaikeyi,varun,1,0.20463271
kaikeyi,vasishtha,1,0.7836583
kaikeyi,vasudeva,1,0.24559481
kaikeyi,vedas,1,0.34076303
kaikeyi,vibhandak,1,0.37811276
kaikeyi,vibhishan,1,0.32411146
kaikeyi,viradha,1,0.1437393
kaikeyi,virtue,1,0.7916564
kaikeyi,visala,1,0.2081208
kaikeyi,vishnu,1,0.77827513
kaikeyi,visvamitra,1,0.77870613
kaikeyi,wind,1,0.73655
kaikeyi,wind-god,1,0.40326628
kaikeyi,yudhajit,1,0.28928187
kambojas,kandarpa,1,-0.026003838
kambojas,kasyap,1,0.19175851
kambojas,kausalya,1,0.094099455
kambojas,kesini,1,0.066754006
kambojas,krisasva,1,0.14371955
kambojas,kusa,1,0.12124247
kambojas,kusadhwaj,1,-0.0022700853
kambojas,kusanabha,1,0.11006976
kambojas,kusik,1,0.12051453
kambojas,lakshman,1,0.24392278
kambojas,lanka,1,0.11984085
kambojas,lomapad,1,0.17539902
kambojas,madhu,1,0.2593193
kambojas,madhushyand,1,0.03148433
kambojas,mahodaya,1,0.15281221
kambojas,manu,1,0.13183646
kambojas,maricha,1,0.21687065
kambojas,maru,1,0.106073335
kambojas,maruts,1,0.19810413
kambojas,mithila,1,0.1806335
kambojas,moon,1,0.23699677
kambojas,nabhag,1,-0.06807656
kambojas,nagas,1,0.13085866
kambojas,nahush,1,0.12123223
kambojas,nala,1,0.06641272
kambojas,nandigrama,1,0.110750265
kambojas,narad,1,0.11619683
kambojas,narayan,1,0.039064355
kambojas,nimi,1,0.19403915
kambojas,ocean,1,0.17239596
kambojas,pahlavas,1,-0.032828476
kambojas,phalguni,1,0.23614739
kambojas,raghu,1,0.14983936
kambojas,rain,1,0.28152257
kambojas,rama,1,0.24423932
kambojas,rambha,1,0.00394021
kambojas,ravan,1,0.19856896
kambojas,richika,1,0.020506138
kambojas,right,1,0.23519339
kambojas,rishyasring,1,0.19172636
kambojas,rudra,1,0.021473693
kambojas,sagar,1,0.3184056
kambojas,sakas,1,0.048144136
kambojas,sanatkumar,1,0.10245222
kambojas,santa,1,0.27220592
kambojas,satananda,1,0.28694808
kambojas,satrughna,1,0.23929888
kambojas,sita,1,0.28711885
kambojas,siva,1,0.2620029
kambojas,sthanu,1,0.14890432
kambojas,sudaman,1,0.019183727
kambojas,sudarsan,1,0.12560533
kambojas,sudhanva,1,-0.14102645
kambojas,sudras,1,0.100288235
kambojas,sugriva,1,0.23727779
kambojas,suketu,1,0.0071342364
kambojas,sumantra,1,0.2310126
kambojas,sumati,1,0.19948247
kambojas,sumitra,1,0.17727293
kambojas,sun,1,0.23419067
kambojas,sunahsepha,1,0.15601882
kambojas,sunda,1,0.20028926
kambojas,suvahu,1,0.09161135
kambojas,tadaka,1,0.23163687
kambojas,tara,1,-0.0008570013
kambojas,thousand-eyed,1,0.2573524
kambojas,titan,1,0.14282337
kambojas,trident,1,0.080887526
kambojas,tripura,1,0.10157332
kambojas,trisanku,1,0.16140991
kambojas,uma,1,0.26584503
kambojas,urmila,1,0.09699204
kambojas,valmiki,1,0.16548194
kambojas,vamadeva,1,0.10486079
kambojas,varun,1,0.08521975
kambojas,vasishtha,1,0.2321112
kambojas,vasudeva,1,-0.011035474
kambojas,vedas,1,0.14007868
kambojas,vibhandak,1,0.28498152
kambojas,vibhishan,1,0.20149444
kambojas,viradha,1,-0.0070902086
kambojas,virtue,1,0.24297214
kambojas,visala,1,-0.07663908
kambojas,vishnu,1,0.24121663
kambojas,visvamitra,1,0.19331893
kambojas,wind,1,0.25172654
kambojas,wind-god,1,0.32165974
kambojas,yudhajit,1,0.058678582
kandarpa,kasyap,1,0.34205303
kandarpa,kausalya,1,0.35138202
kandarpa,kesini,1,0.17700984
kandarpa,krisasva,1,0.11499574
kandarpa,kusa,1,0.16156498
kandarpa,kusadhwaj,1,0.21846907
kandarpa,kusanabha,1,0.44561765
kandarpa,kusik,1,0.3999551
kandarpa,lakshman,1,0.4563442
kandarpa,lanka,1,0.24737225
kandarpa,lomapad,1,0.31870514
kandarpa,madhu,1,0.39647126
kandarpa,madhushyand,1,0.25486282
kandarpa,mahodaya,1,-0.009411031
kandarpa,manu,1,0.1926938
kandarpa,maricha,1,0.41980398
kandarpa,maru,1,0.12943733
kandarpa,maruts,1,0.25915384
kandarpa,mithila,1,0.36288428
kandarpa,moon,1,0.4713161
kandarpa,nabhag,1,0.22649676
kandarpa,nagas,1,0.10679061
kandarpa,nahush,1,0.119746536
kandarpa,nala,1,0.24227706
kandarpa,nandigrama,1,0.2351815
kandarpa,narad,1,0.048795268
kandarpa,narayan,1,0.101052165
kandarpa,nimi,1,-0.002772152
kandarpa,ocean,1,0.42981452
kandarpa,pahlavas,1,0.24857244
kandarpa,phalguni,1,0.22045994
kandarpa,raghu,1,0.41344097
kandarpa,rain,1,0.40728942
kandarpa,rama,1,0.46369582
kandarpa,rambha,1,-0.22379538
kandarpa,ravan,1,0.41328323
kandarpa,richika,1,0.15365194
kandarpa,right,1,0.38849849
kandarpa,rishyasring,1,0.44591385
kandarpa,rudra,1,0.15675208
kandarpa,sagar,1,0.41937315
kandarpa,sakas,1,0.28802854
kandarpa,sanatkumar,1,0.12667723
kandarpa,santa,1,0.45135435
kandarpa,satananda,1,0.3077758
kandarpa,satrughna,1,0.21081632
kandarpa,sita,1,0.42238274
kandarpa,siva,1,0.2658899
kandarpa,sthanu,1,0.13311376
kandarpa,sudaman,1,0.08520453
kandarpa,sudarsan,1,0.22089332
kandarpa,sudhanva,1,0.14604804
kandarpa,sudras,1,0.24359567
kandarpa,sugriva,1,0.37922284
kandarpa,suketu,1,0.16792801
kandarpa,sumantra,1,0.38527697
kandarpa,sumati,1,0.2810082
kandarpa,sumitra,1,0.48668942
kandarpa,sun,1,0.46232557
kandarpa,sunahsepha,1,0.2707454
kandarpa,sunda,1,0.3450327
kandarpa,suvahu,1,0.2736778
kandarpa,tadaka,1,0.34672144
kandarpa,tara,1,0.35623708
kandarpa,thousand-eyed,1,0.43050787
kandarpa,titan,1,0.4421196
kandarpa,trident,1,0.33275738
kandarpa,tripura,1,0.19662946
kandarpa,trisanku,1,0.31499493
kandarpa,uma,1,0.25593045
kandarpa,urmila,1,0.16128063
kandarpa,valmiki,1,0.20377749
kandarpa,vamadeva,1,0.12086058
kandarpa,varun,1,0.23922125
kandarpa,vasishtha,1,0.44471228
kandarpa,vasudeva,1,0.253065
kandarpa,vedas,1,0.20849065
kandarpa,vibhandak,1,0.2931665
kandarpa,vibhishan,1,-0.026714578
kandarpa,viradha,1,0.25819105
kandarpa,virtue,1,0.40138552
kandarpa,visala,1,0.14774716
kandarpa,vishnu,1,0.41672602
kandarpa,visvamitra,1,0.46833253
kandarpa,wind,1,0.37430754
kandarpa,wind-god,1,0.27687064
kandarpa,yudhajit,1,0.19301353
kasyap,kausalya,1,0.60278904
kasyap,kesini,1,0.26585215
kasyap,krisasva,1,0.23817416
kasyap,kusa,1,0.31006348
kasyap,kusadhwaj,1,0.18497783
kasyap,kusanabha,1,0.5982397
kasyap,kusik,1,0.514511
kasyap,lakshman,1,0.7543808
kasyap,lanka,1,0.26539877
kasyap,lomapad,1,0.54474777
kasyap,madhu,1,0.66718984
kasyap,madhushyand,1,0.21956743
kasyap,mahodaya,1,0.30211323
kasyap,manu,1,0.39614728
kasyap,maricha,1,0.64343566
kasyap,maru,1,0.2983377
kasyap,maruts,1,0.4324108
kasyap,mithila,1,0.64106125
kasyap,moon,1,0.7174487
kasyap,nabhag,1,0.36059085
kasyap,nagas,1,0.16725671
kasyap,nahush,1,0.19495168
kasyap,nala,1,0.2296551
kasyap,nandigrama,1,0.25865665
kasyap,narad,1,0.17807244
kasyap,narayan,1,0.271948
kasyap,nimi,1,0.32122397
kasyap,ocean,1,0.6712054
kasyap,pahlavas,1,0.012683969
kasyap,phalguni,1,0.21727641
kasyap,raghu,1,0.64670765
kasyap,rain,1,0.7303381
kasyap,rama,1,0.77074534
kasyap,rambha,1,-0.058861084
kasyap,ravan,1,0.7314797
kasyap,richika,1,0.39860067
kasyap,right,1,0.6972049
kasyap,rishyasring,1,0.7169872
kasyap,rudra,1,0.34514272
kasyap,sagar,1,0.7004176
kasyap,sakas,1,0.2800528
kasyap,sanatkumar,1,0.27850983
kasyap,santa,1,0.6617416
kasyap,satananda,1,0.48279557
kasyap,satrughna,1,0.5430364
kasyap,sita,1,0.70842016
kasyap,siva,1,0.5344697
kasyap,sthanu,1,0.30013028
kasyap,sudaman,1,0.033848263
kasyap,sudarsan,1,0.25440592
kasyap,sudhanva,1,0.2186806
kasyap,sudras,1,0.4183914
kasyap,sugriva,1,0.6524117
kasyap,suketu,1,0.23992367
kasyap,sumantra,1,0.6467115
kasyap,sumati,1,0.49424517
kasyap,sumitra,1,0.5003363
kasyap,sun,1,0.7470664
kasyap,sunahsepha,1,0.34703866
kasyap,sunda,1,0.5787585
kasyap,suvahu,1,0.4057621
kasyap,tadaka,1,0.5850581
kasyap,tara,1,0.37862173
kasyap,thousand-eyed,1,0.7020304
kasyap,titan,1,0.5723154
kasyap,trident,1,0.5746236
kasyap,tripura,1,0.1560422
kasyap,trisanku,1,0.6360723
kasyap,uma,1,0.39445117
kasyap,urmila,1,0.25850907
kasyap,valmiki,1,0.5442524
kasyap,vamadeva,1,0.47167012
kasyap,varun,1,0.37732303
kasyap,vasishtha,1,0.76409954
kasyap,vasudeva,1,0.2759402
kasyap,vedas,1,0.31849676
kasyap,vibhandak,1,0.39945993
kasyap,vibhishan,1,0.35215625
kasyap,viradha,1,0.13740222
kasyap,virtue,1,0.7655165
kasyap,visala,1,0.25125507
kasyap,vishnu,1,0.7180536
kasyap,visvamitra,1,0.76627094
kasyap,wind,1,0.66108125
kasyap,wind-god,1,0.38728973
kasyap,yudhajit,1,0.29154763
kausalya,kesini,1,0.19808576
kausalya,krisasva,1,0.1583027
kausalya,kusa,1,0.18050183
kausalya,kusadhwaj,1,0.30181158
kausalya,kusanabha,1,0.58003676
kausalya,kusik,1,0.48396522
kausalya,lakshman,1,0.67237854
kausalya,lanka,1,0.283739
kausalya,lomapad,1,0.5510653
kausalya,madhu,1,0.5913807
kausalya,madhushyand,1,0.16678822
kausalya,mahodaya,1,0.24405308
kausalya,manu,1,0.341988
kausalya,maricha,1,0.5792774
kausalya,maru,1,0.28027502
kausalya,maruts,1,0.40099323
kausalya,mithila,1,0.55320066
kausalya,moon,1,0.6659667
kausalya,nabhag,1,0.3453287
kausalya,nagas,1,0.21872643
kausalya,nahush,1,0.15689765
kausalya,nala,1,0.21979742
kausalya,nandigrama,1,0.14185409
kausalya,narad,1,0.2374801
kausalya,narayan,1,0.26473263
kausalya,nimi,1,0.28523695
kausalya,ocean,1,0.61115384
kausalya,pahlavas,1,-0.06566565
kausalya,phalguni,1,0.100328505
kausalya,raghu,1,0.5954726
kausalya,rain,1,0.67611784
kausalya,rama,1,0.71594834
kausalya,rambha,1,0.054033052
kausalya,ravan,1,0.6404112
kausalya,richika,1,0.40155074
kausalya,right,1,0.6752413
kausalya,rishyasring,1,0.6872609
kausalya,rudra,1,0.3612227
kausalya,sagar,1,0.6139282
kausalya,sakas,1,0.25661117
kausalya,sanatkumar,1,0.19418617
kausalya,santa,1,0.6471369
kausalya,satananda,1,0.5589421
kausalya,satrughna,1,0.42288756
kausalya,sita,1,0.67656046
kausalya,siva,1,0.6150415
kausalya,sthanu,1,0.30542532
kausalya,sudaman,1,-0.024998283
kausalya,sudarsan,1,0.16550374
kausalya,sudhanva,1,-0.007032263
kausalya,sudras,1,0.31199417
kausalya,sugriva,1,0.57380337
kausalya,suketu,1,0.25120366
kausalya,sumantra,1,0.60549295
kausalya,sumati,1,0.39216295
kausalya,sumitra,1,0.5655787
kausalya,sun,1,0.70397246
kausalya,sunahsepha,1,0.4068873
kausalya,sunda,1,0.48062342
kausalya,suvahu,1,0.32806057
kausalya,tadaka,1,0.59053195
kausalya,tara,1,0.28978848
kausalya,thousand-eyed,1,0.6122747
kausalya,titan,1,0.5446474
kausalya,trident,1,0.5019158
kausalya,tripura,1,0.31269175
kausalya,trisanku,1,0.5407953
kausalya,uma,1,0.3415425
kausalya,urmila,1,0.34294707
kausalya,valmiki,1,0.54157436
kausalya,vamadeva,1,0.44114497
kausalya,varun,1,0.37682745
kausalya,vasishtha,1,0.69793606
kausalya,vasudeva,1,0.37916407
kausalya,vedas,1,0.3142009
kausalya,vibhandak,1,0.24213389
kausalya,vibhishan,1,0.21519396
kausalya,viradha,1,0.32398632
kausalya,virtue,1,0.6977762
kausalya,visala,1,0.18807535
kausalya,vishnu,1,0.704238
kausalya,visvamitra,1,0.70762515
kausalya,wind,1,0.6421192
kausalya,wind-god,1,0.4042682
kausalya,yudhajit,1,0.2872328
kesini,krisasva,1,0.22551326
kesini,kusa,1,0.21588276
kesini,kusadhwaj,1,0.13845234
kesini,kusanabha,1,0.22078395
kesini,kusik,1,0.10710608
kesini,lakshman,1,0.3330546
kesini,lanka,1,0.066825286
kesini,lomapad,1,0.2104813
kesini,madhu,1,0.34147954
kesini,madhushyand,1,0.21257536
kesini,mahodaya,1,0.106759414
kesini,manu,1,0.12832153
kesini,maricha,1,0.21060477
kesini,maru,1,0.18542036
kesini,maruts,1,0.09384496
kesini,mithila,1,0.39160955
kesini,moon,1,0.31616032
kesini,nabhag,1,-0.06898939
kesini,nagas,1,0.11177027
kesini,nahush,1,0.1739352
kesini,nala,1,0.05962105
kesini,nandigrama,1,0.29681265
kesini,narad,1,0.17590424
kesini,narayan,1,0.01243171
kesini,nimi,1,0.117401995
kesini,ocean,1,0.24936634
kesini,pahlavas,1,-0.09441561
kesini,phalguni,1,0.13025269
kesini,raghu,1,0.2386886
kesini,rain,1,0.29794228
kesini,rama,1,0.3343781
kesini,rambha,1,0.1459407
kesini,ravan,1,0.30876058
kesini,richika,1,0.23496509
kesini,right,1,0.30546892
kesini,rishyasring,1,0.3575547
kesini,rudra,1,0.23564236
kesini,sagar,1,0.2808391
kesini,sakas,1,0.20921539
kesini,sanatkumar,1,0.20363794
kesini,santa,1,0.30531833
kesini,satananda,1,0.2642588
kesini,satrughna,1,0.2518039
kesini,sita,1,0.355646
kesini,siva,1,0.2087916
kesini,sthanu,1,0.15517889
kesini,sudaman,1,-0.12608337
kesini,sudarsan,1,0.19920485
