Canto,Person,Occurences,Normalised,Values,freq_norm,Value_norm,Person_num,CantoTotal,occ_freq
114,kausalya,3,0.017543859649122806,0.05263157894736842,0.03296703296703297,0.000578368999421631,180,15,0.2
115,lakshman,2,0.005263157894736842,0.010526315789473684,0.0053475935828877,2.8145229383619476e-05,212,33,0.06060606060606061
115,rama,14,0.002717391304347826,0.03804347826086957,0.01003584229390681,2.7271310581268505e-05,312,33,0.42424242424242425
115,sita,3,0.006060606060606061,0.01818181818181818,0.00906344410876133,5.4929964295523215e-05,362,33,0.09090909090909091
115,sumitra,2,0.023255813953488372,0.046511627906976744,0.03076923076923077,0.0007155635062611807,385,33,0.06060606060606061
115,dasaratha,3,0.011904761904761904,0.03571428571428571,0.027777777777777776,0.00033068783068783067,82,33,0.09090909090909091
115,matali,1,0.5,0.5,0.5,0.25,253,33,0.030303030303030304
115,kaikeyi,1,0.014492753623188406,0.014492753623188406,0.00847457627118644,0.00012281994595922377,161,33,0.030303030303030304
115,sumantra,2,0.034482758620689655,0.06896551724137931,0.03278688524590164,0.0011305822498586774,384,33,0.06060606060606061
115,raghu,1,0.004545454545454545,0.004545454545454545,0.0025188916876574307,1.1449507671170139e-05,309,33,0.030303030303030304
115,ayodhya,1,0.013513513513513514,0.013513513513513514,0.008849557522123894,0.00011958861516383641,51,33,0.030303030303030304
115,videha,1,0.05263157894736842,0.05263157894736842,0.037037037037037035,0.001949317738791423,452,33,0.030303030303030304
115,meru,1,0.038461538461538464,0.038461538461538464,0.034482758620689655,0.0013262599469496023,260,33,0.030303030303030304
115,ikshvaku,1,0.016129032258064516,0.016129032258064516,0.012048192771084338,0.000194325689856199,139,33,0.030303030303030304
116,kaikeyi,1,0.014492753623188406,0.014492753623188406,0.00847457627118644,0.00012281994595922377,161,11,0.09090909090909091
116,rama,4,0.002717391304347826,0.010869565217391304,0.002867383512544803,7.791803023219572e-06,312,11,0.36363636363636365
116,jupiter,1,1.0,1.0,1.0,1.0,157,11,0.09090909090909091
116,mercury,1,0.25,0.25,0.25,0.0625,259,11,0.09090909090909091
116,mars,1,0.1,0.1,0.1,0.010000000000000002,249,11,0.09090909090909091
116,ayodhya,2,0.013513513513513514,0.02702702702702703,0.017699115044247787,0.00023917723032767282,51,11,0.18181818181818182
116,indra,1,0.006369426751592357,0.006369426751592357,0.004329004329004329,2.7573275980919295e-05,141,11,0.09090909090909091
117,rama,4,0.002717391304347826,0.010869565217391304,0.002867383512544803,7.791803023219572e-06,312,17,0.23529411764705882
117,ikshvaku,1,0.016129032258064516,0.016129032258064516,0.012048192771084338,0.000194325689856199,139,17,0.058823529411764705
117,kausalya,5,0.017543859649122806,0.08771929824561403,0.054945054945054944,0.0009639483323693849,180,17,0.29411764705882354
117,bharat,2,0.010416666666666666,0.020833333333333332,0.007042253521126761,7.335680751173709e-05,57,17,0.11764705882352941
117,kaikeyi,1,0.014492753623188406,0.014492753623188406,0.00847457627118644,0.00012281994595922377,161,17,0.058823529411764705
117,janak,1,0.016666666666666666,0.016666666666666666,0.011764705882352941,0.000196078431372549,150,17,0.058823529411764705
117,lakshman,1,0.005263157894736842,0.005263157894736842,0.00267379679144385,1.4072614691809738e-05,212,17,0.058823529411764705
117,ayodhya,1,0.013513513513513514,0.013513513513513514,0.008849557522123894,0.00011958861516383641,51,17,0.058823529411764705
117,dasaratha,1,0.011904761904761904,0.011904761904761904,0.009259259259259259,0.00011022927689594356,82,17,0.058823529411764705
118,kausalya,1,0.017543859649122806,0.017543859649122806,0.01098901098901099,0.000192789666473877,180,12,0.08333333333333333
118,rama,3,0.002717391304347826,0.008152173913043478,0.002150537634408602,5.843852267414679e-06,312,12,0.25
118,kaikeyi,2,0.014492753623188406,0.028985507246376812,0.01694915254237288,0.00024563989191844754,161,12,0.16666666666666666
118,lakshman,3,0.005263157894736842,0.015789473684210527,0.008021390374331552,4.221784407542922e-05,212,12,0.25
118,sita,1,0.006060606060606061,0.006060606060606061,0.0030211480362537764,1.8309988098507736e-05,362,12,0.08333333333333333
118,ayodhya,2,0.013513513513513514,0.02702702702702703,0.017699115044247787,0.00023917723032767282,51,12,0.16666666666666666
119,kausalya,3,0.017543859649122806,0.05263157894736842,0.03296703296703297,0.000578368999421631,180,12,0.25
119,sumitra,2,0.023255813953488372,0.046511627906976744,0.03076923076923077,0.0007155635062611807,385,12,0.16666666666666666
119,lakshman,1,0.005263157894736842,0.005263157894736842,0.00267379679144385,1.4072614691809738e-05,212,12,0.08333333333333333
119,rama,2,0.002717391304347826,0.005434782608695652,0.0014336917562724014,3.895901511609786e-06,312,12,0.16666666666666666
119,suvahu,1,0.3333333333333333,0.3333333333333333,0.25,0.08333333333333333,394,12,0.08333333333333333
119,ayodhya,1,0.013513513513513514,0.013513513513513514,0.008849557522123894,0.00011958861516383641,51,12,0.08333333333333333
119,sita,1,0.006060606060606061,0.006060606060606061,0.0030211480362537764,1.8309988098507736e-05,362,12,0.08333333333333333
119,lakshmi,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.02040816326530612,213,12,0.08333333333333333
120,rama,6,0.002717391304347826,0.016304347826086956,0.004301075268817204,1.1687704534829358e-05,312,14,0.42857142857142855
120,ayodhya,2,0.013513513513513514,0.02702702702702703,0.017699115044247787,0.00023917723032767282,51,14,0.14285714285714285
120,bharat,1,0.010416666666666666,0.010416666666666666,0.0035211267605633804,3.6678403755868545e-05,57,14,0.07142857142857142
120,kaikeyi,1,0.014492753623188406,0.014492753623188406,0.00847457627118644,0.00012281994595922377,161,14,0.07142857142857142
120,sita,1,0.006060606060606061,0.006060606060606061,0.0030211480362537764,1.8309988098507736e-05,362,14,0.07142857142857142
120,lakshman,1,0.005263157894736842,0.005263157894736842,0.00267379679144385,1.4072614691809738e-05,212,14,0.07142857142857142
120,tamasa,1,0.5,0.5,0.5,0.25,408,14,0.07142857142857142
120,sumantra,1,0.034482758620689655,0.034482758620689655,0.01639344262295082,0.0005652911249293387,384,14,0.07142857142857142
121,raghu,2,0.004545454545454545,0.00909090909090909,0.005037783375314861,2.2899015342340278e-05,309,31,0.06451612903225806
121,sita,3,0.006060606060606061,0.01818181818181818,0.00906344410876133,5.4929964295523215e-05,362,31,0.0967741935483871
121,lakshman,5,0.005263157894736842,0.02631578947368421,0.013368983957219251,7.036307345904869e-05,212,31,0.16129032258064516
121,ayodhya,1,0.013513513513513514,0.013513513513513514,0.008849557522123894,0.00011958861516383641,51,31,0.03225806451612903
121,bharat,3,0.010416666666666666,0.03125,0.01056338028169014,0.00011003521126760562,57,31,0.0967741935483871
121,satrughna,1,0.03125,0.03125,0.018518518518518517,0.0005787037037037037,354,31,0.03225806451612903
121,sumantra,6,0.034482758620689655,0.20689655172413793,0.09836065573770492,0.0033917467495760316,384,31,0.1935483870967742
121,rama,8,0.002717391304347826,0.021739130434782608,0.005734767025089606,1.5583606046439145e-05,312,31,0.25806451612903225
121,ikshvaku,1,0.016129032258064516,0.016129032258064516,0.012048192771084338,0.000194325689856199,139,31,0.03225806451612903
121,tamasa,1,0.5,0.5,0.5,0.25,408,31,0.03225806451612903
122,rama,5,0.002717391304347826,0.01358695652173913,0.0035842293906810036,9.739753779024466e-06,312,9,0.5555555555555556
122,raghu,1,0.004545454545454545,0.004545454545454545,0.0025188916876574307,1.1449507671170139e-05,309,9,0.1111111111111111
122,ayodhya,2,0.013513513513513514,0.02702702702702703,0.017699115044247787,0.00023917723032767282,51,9,0.2222222222222222
122,garud,1,0.1,0.1,0.08333333333333333,0.008333333333333333,117,9,0.1111111111111111
123,rama,9,0.002717391304347826,0.024456521739130432,0.0064516129032258064,1.753155680224404e-05,312,17,0.5294117647058824
123,sita,2,0.006060606060606061,0.012121212121212121,0.006042296072507553,3.661997619701547e-05,362,17,0.11764705882352941
123,raghu,1,0.004545454545454545,0.004545454545454545,0.0025188916876574307,1.1449507671170139e-05,309,17,0.058823529411764705
123,kaikeyi,3,0.014492753623188406,0.043478260869565216,0.025423728813559324,0.00036845983787767134,161,17,0.17647058823529413
123,lakshman,1,0.005263157894736842,0.005263157894736842,0.00267379679144385,1.4072614691809738e-05,212,17,0.058823529411764705
123,bharat,1,0.010416666666666666,0.010416666666666666,0.0035211267605633804,3.6678403755868545e-05,57,17,0.058823529411764705
124,rama,1,0.002717391304347826,0.002717391304347826,0.0007168458781362007,1.947950755804893e-06,312,10,0.1
124,kosala,1,0.3333333333333333,0.3333333333333333,0.25,0.08333333333333333,190,10,0.1
124,vedasruti,1,1.0,1.0,1.0,1.0,446,10,0.1
124,agastya,1,0.07142857142857142,0.07142857142857142,0.037037037037037035,0.0026455026455026454,4,10,0.1
124,videhan,1,0.03571428571428571,0.03571428571428571,0.03225806451612903,0.001152073732718894,453,10,0.1
124,manu,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.02040816326530612,244,10,0.1
124,ikshvaku,2,0.016129032258064516,0.03225806451612903,0.024096385542168676,0.000388651379712398,139,10,0.2
124,sarju,2,0.07142857142857142,0.14285714285714285,0.09523809523809523,0.006802721088435373,349,10,0.2
125,kosala,2,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,190,22,0.09090909090909091
125,ayodhya,1,0.013513513513513514,0.013513513513513514,0.008849557522123894,0.00011958861516383641,51,22,0.045454545454545456
125,ganga,1,0.029411764705882353,0.029411764705882353,0.01818181818181818,0.0005347593582887701,115,22,0.045454545454545456
125,lakshman,5,0.005263157894736842,0.02631578947368421,0.013368983957219251,7.036307345904869e-05,212,22,0.22727272727272727
125,rama,5,0.002717391304347826,0.01358695652173913,0.0035842293906810036,9.739753779024466e-06,312,22,0.22727272727272727
125,sita,2,0.006060606060606061,0.012121212121212121,0.006042296072507553,3.661997619701547e-05,362,22,0.09090909090909091
125,sumantra,1,0.034482758620689655,0.034482758620689655,0.01639344262295082,0.0005652911249293387,384,22,0.045454545454545456
125,guha,3,0.07142857142857142,0.21428571428571427,0.09090909090909091,0.006493506493506493,128,22,0.13636363636363635
125,raghu,1,0.004545454545454545,0.004545454545454545,0.0025188916876574307,1.1449507671170139e-05,309,22,0.045454545454545456
125,dasaratha,1,0.011904761904761904,0.011904761904761904,0.009259259259259259,0.00011022927689594356,82,22,0.045454545454545456
126,lakshman,2,0.005263157894736842,0.010526315789473684,0.0053475935828877,2.8145229383619476e-05,212,15,0.13333333333333333
126,raghu,2,0.004545454545454545,0.00909090909090909,0.005037783375314861,2.2899015342340278e-05,309,15,0.13333333333333333
126,sita,3,0.006060606060606061,0.01818181818181818,0.00906344410876133,5.4929964295523215e-05,362,15,0.2
126,rama,3,0.002717391304347826,0.008152173913043478,0.002150537634408602,5.843852267414679e-06,312,15,0.2
126,kausalya,1,0.017543859649122806,0.017543859649122806,0.01098901098901099,0.000192789666473877,180,15,0.06666666666666667
126,satrughna,1,0.03125,0.03125,0.018518518518518517,0.0005787037037037037,354,15,0.06666666666666667
126,ayodhya,2,0.013513513513513514,0.02702702702702703,0.017699115044247787,0.00023917723032767282,51,15,0.13333333333333333
126,guha,1,0.07142857142857142,0.07142857142857142,0.030303030303030304,0.0021645021645021645,128,15,0.06666666666666667
127,rama,12,0.002717391304347826,0.03260869565217391,0.008602150537634409,2.3375409069658717e-05,312,66,0.18181818181818182
127,lakshman,9,0.005263157894736842,0.04736842105263158,0.02406417112299465,0.00012665353222628763,212,66,0.13636363636363635
127,guha,7,0.07142857142857142,0.5,0.21212121212121213,0.015151515151515152,128,66,0.10606060606060606
127,sita,6,0.006060606060606061,0.03636363636363636,0.01812688821752266,0.00010985992859104643,362,66,0.09090909090909091
127,ayodhya,6,0.013513513513513514,0.08108108108108109,0.05309734513274336,0.0007175316909830184,51,66,0.09090909090909091
127,ikshvaku,4,0.016129032258064516,0.06451612903225806,0.04819277108433735,0.000777302759424796,139,66,0.06060606060606061
127,kaikeyi,3,0.014492753623188406,0.043478260869565216,0.025423728813559324,0.00036845983787767134,161,66,0.045454545454545456
127,raghu,4,0.004545454545454545,0.01818181818181818,0.010075566750629723,4.5798030684680556e-05,309,66,0.06060606060606061
127,bharat,2,0.010416666666666666,0.020833333333333332,0.007042253521126761,7.335680751173709e-05,57,66,0.030303030303030304
127,sumantra,5,0.034482758620689655,0.1724137931034483,0.08196721311475409,0.0028264556246466927,384,66,0.07575757575757576
127,kausalya,1,0.017543859649122806,0.017543859649122806,0.01098901098901099,0.000192789666473877,180,66,0.015151515151515152
127,ganga,3,0.029411764705882353,0.08823529411764705,0.05454545454545454,0.00160427807486631,115,66,0.045454545454545456
127,brahma,1,0.014285714285714285,0.014285714285714285,0.009900990099009901,0.00014144271570014144,63,66,0.015151515151515152
127,sumitra,2,0.023255813953488372,0.046511627906976744,0.03076923076923077,0.0007155635062611807,385,66,0.030303030303030304
127,videhan,1,0.03571428571428571,0.03571428571428571,0.03225806451612903,0.001152073732718894,453,66,0.015151515151515152
128,lakshman,3,0.005263157894736842,0.015789473684210527,0.008021390374331552,4.221784407542922e-05,212,25,0.12
