Source,Target,Weight,Book
valmiki,rama,1,1
kaikeyi,lakshman,2,2
rama,sringavera,1,2
rama,ganga,1,2
sringavera,ganga,1,2
bharadvaja,chitrakuta,1,2
bharadvaja,rama,1,2
bharadvaja,lakshman,1,2
chitrakuta,rama,3,2
chitrakuta,lakshman,1,2
rama,lakshman,3,2
ayodhya,rama,2,2
chitrakuta,dandaka,1,2
rama,dandaka,1,2
rama,surpanakha,2,2
dushan,rama,1,2
ravan,rama,5,2
ravan,maricha,1,2
rama,maricha,2,2
pampa,hanuman,1,2
pampa,wind-god,1,2
hanuman,wind-god,1,2
bali,rama,1,2
kishkindha,bali,1,2
sugriva,rama,4,2
sugriva,bali,8,2
rama,bali,2,2
rama,sampati,1,2
rama,sugriva,3,2
lanka,rama,1,2
lanka,ravan,3,2
lanka,sita,1,2
rama,ravan,1,2
rama,sita,4,2
ravan,sita,1,2
brahma,rama,1,2
sudras,brahma,1,2
valmiki,ganga,1,2
rama,raghu,4,2
visvamitra,janak,1,2
rama,kaikeyi,1,2
guha,ganga,1,2
guha,bharadvaja,1,2
ganga,bharadvaja,1,2
chitrakuta,bharat,1,2
bharat,rama,5,2
bharat,nandigrama,1,2
bharat,dandak,1,2
bharat,anasuya,1,2
nandigrama,rama,1,2
nandigrama,dandak,1,2
nandigrama,anasuya,1,2
rama,dandak,1,2
rama,anasuya,1,2
dandak,anasuya,1,2
sarabhanga,indra,1,2
sarabhanga,agastya,1,2
sarabhanga,rama,1,2
sarabhanga,viradha,1,2
sarabhanga,panchavata,1,2
sarabhanga,surpanakha,1,2
indra,agastya,1,2
indra,rama,2,2
indra,viradha,1,2
indra,panchavata,1,2
indra,surpanakha,1,2
agastya,rama,1,2
agastya,viradha,1,2
agastya,panchavata,1,2
agastya,surpanakha,1,2
rama,viradha,1,2
rama,panchavata,1,2
viradha,panchavata,1,2
viradha,surpanakha,1,2
panchavata,surpanakha,1,2
trisira,khara,1,2
trisira,ravan,1,2
trisira,rama,2,2
trisira,vulture-king,1,2
khara,ravan,1,2
khara,rama,2,2
khara,vulture-king,1,2
ravan,vulture-king,1,2
rama,vulture-king,2,2
kabandha,pampa,2,2
kabandha,raghu,1,2
pampa,raghu,2,2
sugriva,tara,3,2
bali,tara,2,2
raghu,rama,3,2
lanka,hanuman,1,2
asoka,rama,1,2
asoka,sita,1,2
hanuman,lanka,2,2
rama,nala,2,2
sita,nala,1,2
lanka,vibhishan,1,2
lanka,kumbhakarna,1,2
lanka,meghanada,1,2
vibhishan,ravan,2,2
vibhishan,kumbhakarna,1,2
vibhishan,meghanada,1,2
ravan,kumbhakarna,2,2
ravan,meghanada,2,2
kumbhakarna,meghanada,1,2
sita,pushpak,2,2
sita,brahma,2,2
sita,bharadvaja,2,2
sita,wind-god,2,2
pushpak,brahma,1,2
pushpak,bharadvaja,1,2
pushpak,wind-god,1,2
brahma,bharadvaja,1,2
brahma,wind-god,1,2
bharadvaja,wind-god,1,2
valmiki,rama,2,2
sita,ravan,1,2
indra,manu,1,2
indra,kamboja,1,2
dasaratha,indra,2,2
arthasadhak,dharmapal,1,2
vasishtha,sumantra,1,2
kasyap,rishyasring,1,2
santa,rishyasring,1,2
rishyasring,dasaratha,1,2
dasaratha,vasishtha,3,2
rishyasring,lomapad,1,2
dasaratha,santa,1,2
santa,dasaratha,1,2
vasishtha,vamadeva,1,2
vasishtha,kasyap,1,2
vasishtha,dasaratha,1,2
vamadeva,kasyap,2,2
vamadeva,dasaratha,1,2
kasyap,dasaratha,1,2
rishyasring,vasishtha,1,2
sarju,rishyasring,1,2
dasaratha,rishyasring,1,2
rishyasring,indra,1,2
kausalya,rishyasring,1,2
chatushtom,ukthya,1,2
chatushtom,atiratra,1,2
ukthya,atiratra,1,2
aptoryam,abhijit,1,2
indra,vishnu,3,2
madhu,ravan,1,2
indra,sugriva,1,2
indra,gandhamadan,1,2
sugriva,gandhamadan,1,2
dwivida,mainda,1,2
indra,garud,1,2
vasishtha,santa,1,2
sumitra,santa,1,2
kausalya,aditi,1,2
ravan,vishnu,1,2
kaikeyi,bharat,1,2
kaikeyi,vishnu,1,2
bharat,vishnu,1,2
bharat,lakshman,1,2
vishnu,lakshman,1,2
vishnu,bharat,1,2
vishnu,sumitra,1,2
bharat,sumitra,1,2
kaikeyi,sumitra,1,2
lakshman,rama,2,2
lakshman,satrughna,1,2
lakshman,bharat,1,2
satrughna,bharat,1,2
visvamitra,dasaratha,1,2
indra,brahma,1,2
rama,vasishtha,1,2
visvamitra,pulastya,1,2
ravan,suvahu,1,2
suvahu,vasishtha,1,2
ikshvaku,raghu,2,2
kusik,lakshman,1,2
kusik,visvamitra,1,2
kusik,wind-god,1,2
lakshman,visvamitra,2,2
lakshman,wind-god,1,2
visvamitra,wind-god,1,2
lakshman,indra,1,2
siva,sarju,1,2
sarju,ganga,2,2
kailasa,brahma,1,2
kailasa,sarju,1,2
brahma,sarju,1,2
ayodhya,sarju,1,2
ayodhya,brahma,1,2
ayodhya,ganga,1,2
sarju,brahma,1,2
brahma,ganga,1,2
brahma,sunda,1,2
maricha,tadaka,1,2
kavya,bhrigu,1,2
tadaka,rama,1,2
raghu,indra,1,2
dasaratha,visvamitra,1,2
dasaratha,tadaka,1,2
visvamitra,tadaka,1,2
vishnu,indra,2,2
vishnu,siva,1,2
indra,siva,1,2
varun,siva,1,2
vishnu,wind-god,1,2
virochan,indra,1,2
bali,indra,1,2
bali,vishnu,1,2
bali,virochan,1,2
indra,virochan,1,2
vishnu,virochan,1,2
virochan,vishnu,1,2
suvahu,wind-god,1,2
rama,indra,1,2
visvamitra,raghu,2,2
visvamitra,rama,3,2
kausambi,mahodaya,1,2
kausambi,dharmaranya,1,2
mahodaya,dharmaranya,1,2
kampili,indra,1,2
kampili,kusanabha,1,2
indra,kusanabha,1,2
indra,brahmadatta,1,2
wind-god,kusanabha,1,2
kusanabha,visvamitra,1,2
brahma,kusanabha,1,2
brahma,gadhi,1,2
kusanabha,gadhi,1,2
kusa,richika,1,2
brahma,kusa,1,2
sona,rama,1,2
uma,ganga,1,2
uma,himalaya,1,2
ganga,himalaya,1,2
ganga,uma,1,2
sagar,himalaya,1,2
sagar,vindhya,1,2
himalaya,vindhya,1,2
kapil,sagar,1,2
indra,ansuman,1,2
ansuman,dilipa,2,2
ansuman,himalaya,1,2
dilipa,himalaya,1,2
nalini,sita,1,2
sindhu,bhagirath,1,2
sindhu,siva,1,2
bhagirath,siva,1,2
bhagirath,ganga,2,2
ganga,jahnavi,1,2
ganga,jahnu,1,2
jahnavi,jahnu,1,2
ganga,visala,1,2
indra,krita,1,2
aditi,kasyap,1,2
asurs,mandar,1,2
varun,diti,1,2
suras,asurs,1,2
suras,titan,1,2
asurs,titan,1,2
diti,indra,3,2
kasyap,maricha,1,2
visala,suchandra,1,2
somadatta,ikshvaku,1,2
mithila,visvamitra,1,2
mithila,janak,1,2
ahalya,indra,1,2
gautam,indra,1,2
gautam,himalaya,1,2
gautam,ahalya,1,2
himalaya,ahalya,1,2
gautam,rama,2,2
gautam,raghu,2,2
rama,ahalya,1,2
raghu,mithila,1,2
visvamitra,satananda,2,2
visvamitra,gautam,1,2
renuka,bhrigu,1,2
rama,satananda,1,2
satananda,raghu,1,2
vasishtha,brahma,2,2
vasishtha,visvamitra,5,2
brahma,visvamitra,2,2
visvamitra,vasishtha,1,2
sakas,haritas,1,2
sakas,visvamitra,1,2
haritas,visvamitra,1,2
himalaya,nagas,1,2
visvamitra,gadhi,1,2
gadhi,varun,1,2
gadhi,rudra,1,2
varun,rudra,1,2
brahma,varun,1,2
gadhi,brahma,1,2
gadhi,indra,1,2
brahma,indra,1,2
visvamitra,trisanku,1,2
ambarisha,indra,1,2
bhrigu,richika,1,2
vishnu,agni,1,2
indra,upendra,1,2
indra,sunahsepha,1,2
upendra,sunahsepha,1,2
indra,visvamitra,1,2
kusik,indra,1,2
visvamitra,himalaya,1,2
satananda,kusik,1,2
janak,devarat,1,2
janak,nimi,1,2
devarat,nimi,1,2
rudra,daksha,1,2
janak,rama,2,2
sita,rama,2,2
kusik,janak,1,2
visvamitra,videha,1,2
videha,satananda,1,2
vamadeva,kausalya,1,2
vamadeva,visvamitra,1,2
kausalya,visvamitra,1,2
dasaratha,sumantra,1,2
vamadeva,markandeya,1,2
markandeya,kasyap,1,2
satananda,kusadhwaj,1,2
pushpak,ikshumati,1,2
vishnu,janak,1,2
janak,mithila,2,2
janak,satananda,2,2
mithila,satananda,1,2
ayodhya,raghu,1,2
ayodhya,mithila,1,2
janak,videha,2,2
ikshvaku,vasishtha,1,2
ikshvaku,visvamitra,1,2
brahma,marichi,2,2
brahma,kasyap,1,2
brahma,vivasvat,1,2
marichi,kasyap,2,2
marichi,vivasvat,2,2
kasyap,vivasvat,1,2
ikshvaku,ayodhya,1,2
ikshvaku,kukshi,1,2
ayodhya,kukshi,1,2
kukshi,trisanku,1,2
dhruvasandhi,asit,1,2
bhrigu,himalaya,1,2
sagar,asamanj,1,2
sagar,ansuman,1,2
sagar,dilipa,1,2
sagar,bhagirath,1,2
asamanj,ansuman,1,2
asamanj,dilipa,1,2
asamanj,bhagirath,1,2
ansuman,bhagirath,1,2
dilipa,bhagirath,1,2
sudarsan,maru,2,2
sudarsan,ambarisha,1,2
maru,ambarisha,2,2
ambarisha,nabhag,1,2
ambarisha,dasaratha,1,2
nabhag,dasaratha,1,2
ikshvaku,rama,1,2
ikshvaku,lakshman,1,2
maharoma,swarnaroma,1,2
sankasya,sita,1,2
sita,urmila,2,2
sita,lakshman,2,2
rama,urmila,1,2
urmila,lakshman,1,2
janak,vasishtha,3,2
janak,kusik,1,2
vasishtha,kusik,1,2
ikshvaku,videha,1,2
bharat,satrughna,3,2
bharat,dasaratha,1,2
satrughna,dasaratha,1,2
dasaratha,ayodhya,1,2
videha,mithila,1,2
kekaya,bharat,2,2
janak,ayodhya,1,2
vasishtha,videha,1,2
vasishtha,ayodhya,1,2
videha,ayodhya,1,2
kausalya,sita,1,2
sita,janak,1,2
janak,lakshman,1,2
janak,urmila,1,2
lakshman,urmila,1,2
srutakirti,raghu,1,2
srutakirti,janak,1,2
raghu,janak,1,2
jamadagni,kailasa,1,2
siva,tripura,1,2
siva,vishnu,4,2
siva,devarat,1,2
siva,videha,1,2
devarat,videha,1,2
richika,vishnu,1,2
richika,arjun,1,2
vishnu,arjun,1,2
jamadagni,visvamitra,1,2
rama,jamadagni,1,2
mahendra,bharat,1,2
mahendra,rama,1,2
varun,bhrigu,1,2
ayodhya,dasaratha,1,2
dasaratha,rama,1,2
bhrigu,ayodhya,1,2
kaikeyi,yudhajit,1,2
kaikeyi,kekaya,1,2
yudhajit,kekaya,1,2
bharat,yudhajit,1,2
satrughna,yudhajit,1,2
bharat,satrughna,11,3
bharat,varun,1,3
bharat,indra,1,3
satrughna,varun,1,3
satrughna,indra,2,3
varun,indra,1,3
rama,kasyap,1,3
marichi,rama,1,3
rama,dasaratha,5,3
vamadeva,chaitra,1,3
vamadeva,rama,1,3
chaitra,rama,1,3
rama,kailasa,5,3
raghu,meru,1,3
rama,sumantra,9,3
rama,sumitra,5,3
lakshman,pushya,1,3
sita,kausalya,5,3
rama,sita,30,3
rama,vasishtha,3,3
vasishtha,rama,3,3
vasishtha,videhan,1,3
rama,videhan,4,3
ayodhya,rama,6,3
videhan,vishnu,1,3
rama,ayodhya,6,3
pushya,rama,2,3
pushya,kailasa,1,3
dasaratha,rama,4,3
kausalya,rama,4,3
dasaratha,bharat,2,3
rama,manthara,1,3
rama,bharat,28,3
bharat,rama,19,3
pushya,kausalya,1,3
sita,bharat,5,3
satrughna,lakshman,1,3
satrughna,rama,5,3
satrughna,bharat,7,3
lakshman,rama,20,3
lakshman,bharat,7,3
rama,kaikeyi,7,3
bharat,kaikeyi,8,3
dandak,vaijayanta,1,3
yama,bharat,1,3
dasaratha,kaikeyi,2,3
sindhu,angas,1,3
sindhu,vangas,1,3
angas,vangas,1,3
magadh,kasi,1,3
dandak,rama,1,3
rama,manu,1,3
rama,raghu,9,3
rama,kausalya,9,3
rama,indra,1,3
kaikeyi,bali,1,3
kaikeyi,indra,1,3
bali,indra,1,3
indra,titan,1,3
jumna,ganga,1,3
indra,rama,3,3
kailasa,rama,1,3
varun,rama,1,3
varun,sita,1,3
rama,lakshman,12,3
bharat,dandak,4,3
kausalya,lakshman,5,3
kaikeyi,lakshman,1,3
kaikeyi,kausalya,1,3
lakshman,kausalya,1,3
kasyap,sona,1,3
sagar,jamadagni,1,3
kaikeyi,bharat,5,3
raghu,lakshman,6,3
indra,vinata,1,3
indra,daitya,2,3
indra,aditi,1,3
daitya,aditi,1,3
dandak,bharat,2,3
bharat,ayodhya,3,3
sita,videhan,1,3
raghu,dandak,1,3
sita,rama,13,3
videhan,videha,1,3
videha,rama,1,3
sumitra,indra,1,3
asvapati,kaikeyi,1,3
rama,lakshmi,2,3
sumitra,lakshmi,1,3
raghu,suyajna,1,3
sita,lakshman,7,3
sita,brahma,1,3
rama,brahma,1,3
lakshman,brahma,1,3
kusik,raghu,1,3
sarju,rama,1,3
sarju,trijat,1,3
rama,trijat,3,3
kaikeyi,rama,2,3
sumantra,rama,10,3
dandak,lakshman,3,3
dandak,sita,1,3
lakshman,sita,13,3
sumantra,raghu,1,3
kaikeyi,asamanj,1,3
asamanj,sarju,1,3
raghu,rama,4,3
kaikeyi,kekaya,1,3
kaikeyi,sita,1,3
yama,rama,1,3
dasaratha,sita,1,3
dasaratha,sumitra,1,3
sita,sumitra,1,3
sumitra,rama,4,3
videha,meru,1,3
mercury,mars,1,3
rama,ikshvaku,3,3
dasaratha,kausalya,1,3
sita,ayodhya,1,3
suvahu,rama,1,3
sita,lakshmi,1,3
ayodhya,kaikeyi,1,3
raghu,sita,4,3
lakshman,sumantra,2,3
sita,raghu,3,3
kosala,vedasruti,1,3
videhan,manu,1,3
kosala,ayodhya,1,3
guha,raghu,1,3
guha,lakshman,4,3
guha,rama,2,3
guha,dasaratha,1,3
lakshman,dasaratha,1,3
kausalya,satrughna,1,3
lakshman,ayodhya,1,3
ikshvaku,ayodhya,1,3
ganga,lakshman,2,3
ganga,sita,1,3
ayodhya,ganga,1,3
sumitra,sita,2,3
lakshman,raghu,1,3
sumantra,guha,3,3
kosala,bharat,1,3
ayodhya,sita,1,3
dandak,kausalya,1,3
dandak,kaikeyi,1,3
kausalya,kaikeyi,1,3
kausalya,bharat,1,3
yamuna,ganga,4,3
janak,videha,1,3
prayag,rama,1,3
sita,bharadvaja,1,3
bharadvaja,chitrakuta,2,3
yamuna,raghu,1,3
ganga,raghu,2,3
kalindi,sita,1,3
videhan,sita,1,3
sita,kalindi,1,3
syama,sita,1,3
lakshman,janak,1,3
sita,janak,1,3
chitrakuta,rama,2,3
chitrakuta,videhan,1,3
rudra,vishnu,1,3
rama,guha,2,3
mandar,sita,1,3
mandar,rama,1,3
ganga,prayag,1,3
prayag,lakshman,1,3
dandak,yama,1,3
rama,kosal,1,3
mahendra,lakshman,1,3
rama,soma,1,3
dasaratha,raghu,1,3
yama,vivasvat,1,3
raghu,kaikeyi,1,3
katyayan,markandeya,1,3
katyayan,mudgalya,1,3
markandeya,mudgalya,1,3
bharat,kekaya,1,3
bharat,rajagriha,1,3
kekaya,rajagriha,1,3
ikshvaku,parjanya,1,3
rajagriha,bharat,1,3
raghu,bharat,2,3
malini,ganga,1,3
kulinga,abhikala,1,3
sudaman,vishnu,1,3
kekaya,kaikeyi,1,3
kekaya,asvapati,1,3
kaikeyi,asvapati,1,3
bharat,indrasira,1,3
bharat,airavat,1,3
indrasira,airavat,1,3
indra,bharat,3,3
sudama,ikshvaku,1,3
ailadhana,aparparyat,1,3
ailadhana,sila,1,3
ailadhana,agneya,1,3
ailadhana,salyakartan,1,3
aparparyat,sila,1,3
aparparyat,agneya,1,3
aparparyat,salyakartan,1,3
sila,agneya,1,3
sila,salyakartan,1,3
agneya,salyakartan,1,3
chaitraratha,ganga,1,3
chaitraratha,bharunda,1,3
ganga,bharunda,1,3
ansudhana,pragvat,1,3
kutikoshtika,dharmavardhan,1,3
kutikoshtika,toran,1,3
kutikoshtika,jambuprastha,1,3
kutikoshtika,varutha,1,3
dharmavardhan,toran,1,3
dharmavardhan,jambuprastha,1,3
dharmavardhan,varutha,1,3
toran,jambuprastha,1,3
toran,varutha,1,3
jambuprastha,varutha,1,3
kutika,lohitya,1,3
kutika,ekasala,1,3
kutika,sthanumati,1,3
kutika,gomati,1,3
kutika,vinata,1,3
lohitya,ekasala,1,3
lohitya,sthanumati,1,3
lohitya,gomati,1,3
lohitya,vinata,1,3
ekasala,sthanumati,1,3
ekasala,gomati,1,3
ekasala,vinata,1,3
sthanumati,gomati,1,3
sthanumati,vinata,1,3
gomati,vinata,1,3
kalinga,bharat,1,3
manu,bharat,1,3
ikshvaku,vaijayanta,1,3
ayodhya,bharat,4,3
kausalya,sita,2,3
dasaratha,satrughna,1,3
sumitra,kaikeyi,2,3
sumitra,raghu,1,3
bharat,vasishtha,3,3
ayodhya,ikshvaku,1,3
vasishtha,bharat,5,3
manthara,bharat,1,3
kaikeyi,satrughna,2,3
satrughna,kaikeyi,2,3
bharat,mandar,1,3
bharat,dasaratha,1,3
dilipa,dasaratha,1,3
bharat,sumantra,4,3
vasishtha,sumantra,1,3
raghu,sumitra,1,3
rama,ganga,1,3
bharat,ganga,2,3
guha,ganga,2,3
nishadas,bharat,2,3
ganga,guha,1,3
guha,bharat,8,3
bharat,lakshman,2,3
sita,dasaratha,1,3
guha,kausalya,1,3
guha,sita,1,3
bharat,sita,1,3
dasaratha,videha,1,3
raghu,ganga,1,3
raghu,satrughna,1,3
ganga,satrughna,1,3
bharat,guha,1,3
vasishtha,bharadvaja,1,3
bharat,bharadvaja,1,3
dasaratha,ayodhya,1,3
bharat,raghu,4,3
bharadvaja,kaikeyi,1,3
bharadvaja,bharat,1,3
haha,visvachi,1,3
bhima,nagadanta,1,3
bhima,indra,1,3
bhima,brahma,1,3
bhima,tumburu,1,3
nagadanta,indra,1,3
nagadanta,brahma,1,3
nagadanta,tumburu,1,3
indra,brahma,1,3
indra,tumburu,1,3
brahma,tumburu,1,3
malaya,dardar,1,3
bharat,visvakarma,1,3
bharadvaja,kuvera,1,3
nandan,gopa,1,3
gandharva,bharat,1,3
gandharva,misrakesi,1,3
bharat,misrakesi,1,3
bharadvaja,nandan,1,3
bharadvaja,sumitra,1,3
aditi,vishnu,1,3
aditi,rama,1,3
vishnu,rama,1,3
videhan,swarga,1,3
videhan,sachi,1,3
swarga,sachi,1,3
chitrakuta,lakshman,1,3
ayodhya,videha,1,3
ayodhya,sarju,1,3
raghu,chitrakuta,1,3
rama,janak,3,3
asoka,siva,1,3
janak,rama,1,3
videhan,rama,2,3
videhan,lakshman,1,3
guha,satrughna,1,3
guha,vasishtha,1,3
satrughna,vasishtha,1,3
satrughna,bharadvaja,1,3
bharat,chitrakuta,1,3
brahma,lakshman,1,3
brahma,bharat,1,3
sumantra,sukra,1,3
dandak,dasaratha,1,3
