Source,Target,Weight,Canto,Book,vader,Canto_no
varun,bhrigu,1,Canto LXXVII. Bharat's Departure.,Book I.,-0.1779,75
bhrigu,ayodhya,2,Canto LXXVII. Bharat's Departure.,Book I.,0.0,75
ayodhya,dasaratha,2,Canto LXXVII. Bharat's Departure.,Book I.,0.0,75
ayodhya,rama,2,Canto LXXVII. Bharat's Departure.,Book I.,0.0,75
dasaratha,rama,1,Canto LXXVII. Bharat's Departure.,Book I.,0.4588,75
himalaya,sumitra,1,Canto LXXVII. Bharat's Departure.,Book I.,0.7783,75
himalaya,kaikeyi,1,Canto LXXVII. Bharat's Departure.,Book I.,0.7783,75
sumitra,kaikeyi,1,Canto LXXVII. Bharat's Departure.,Book I.,0.6908,75
urmila,kusadhwaj,1,Canto LXXVII. Bharat's Departure.,Book I.,0.9442,75
yudhajit,kekaya,2,Canto LXXVII. Bharat's Departure.,Book I.,0.0,75
yudhajit,bharat,2,Canto LXXVII. Bharat's Departure.,Book I.,0.0,75
kekaya,bharat,1,Canto LXXVII. Bharat's Departure.,Book I.,0.2263,75
kekaya,satrughna,1,Canto LXXVII. Bharat's Departure.,Book I.,0.2263,75
bharat,satrughna,1,Canto LXXVII. Bharat's Departure.,Book I.,0.6486,75
satrughna,yudhajit,1,Canto LXXVII. Bharat's Departure.,Book I.,0.5267,75
lakshman,rama,1,Canto LXXVII. Bharat's Departure.,Book I.,0.7096,75
kausalya,vishnu,1,Canto LXXVII. Bharat's Departure.,Book I.,0.7906,75
kausalya,lakshmi,1,Canto LXXVII. Bharat's Departure.,Book I.,0.7906,75
vishnu,lakshmi,1,Canto LXXVII. Bharat's Departure.,Book I.,0.5574,75
bharat,satrughna,5,Canto I. The Heir Apparent.,BOOK II.,0.63624,76
satrughna,asvapati,2,Canto I. The Heir Apparent.,BOOK II.,0.93,76
varun,indra,1,Canto I. The Heir Apparent.,BOOK II.,0.8658,76
rama,indra,9,Canto II. The People's Speech.,BOOK II.,0.4767,77
kasyap,marichi,1,Canto II. The People's Speech.,BOOK II.,0.0,77
rama,vamadeva,6,Canto III. Dasaratha's Precepts.,BOOK II.,0.3818,78
vamadeva,chaitra,1,Canto III. Dasaratha's Precepts.,BOOK II.,0.7506,78
chaitra,rama,1,Canto III. Dasaratha's Precepts.,BOOK II.,0.4588,78
sumantra,rama,3,Canto III. Dasaratha's Precepts.,BOOK II.,0.45879999999999993,78
kailasa,sumantra,1,Canto III. Dasaratha's Precepts.,BOOK II.,0.1027,78
rama,sumantra,8,Canto IV. Ráma Summoned.,BOOK II.,-0.0964625,79
sumitra,lakshman,3,Canto IV. Ráma Summoned.,BOOK II.,0.7963999999999999,79
sumitra,sita,3,Canto IV. Ráma Summoned.,BOOK II.,0.7963999999999999,79
lakshman,sita,1,Canto IV. Ráma Summoned.,BOOK II.,0.7964,79
yayati,vasishtha,1,Canto V. Ráma's Fast.,BOOK II.,0.7783,80
yayati,rama,1,Canto V. Ráma's Fast.,BOOK II.,0.7783,80
videhan,rama,1,Canto V. Ráma's Fast.,BOOK II.,0.9062,80
dasaratha,indra,1,Canto V. Ráma's Fast.,BOOK II.,0.9538,80
videhan,vishnu,1,Canto VI. The City Decorated.,BOOK II.,0.0,81
ayodhya,rama,3,Canto VI. The City Decorated.,BOOK II.,0.7578999999999999,81
manthara,ayodhya,1,Canto VII. Manthará's Lament.,BOOK II.,0.3612,82
pushya,rama,1,Canto VII. Manthará's Lament.,BOOK II.,-0.3182,82
kailasa,kaikeyi,1,Canto VII. Manthará's Lament.,BOOK II.,-0.5574,82
dasaratha,rama,2,Canto VII. Manthará's Lament.,BOOK II.,-0.5423,82
pushya,kausalya,1,Canto VIII. Manthará's Speech.,BOOK II.,0.0,83
sita,bharat,2,Canto VIII. Manthará's Speech.,BOOK II.,0.3818,83
sita,kaikeyi,1,Canto VIII. Manthará's Speech.,BOOK II.,0.3818,83
kaikeyi,rama,1,Canto VIII. Manthará's Speech.,BOOK II.,0.8834,83
satrughna,lakshman,1,Canto VIII. Manthará's Speech.,BOOK II.,0.7579,83
satrughna,rama,1,Canto VIII. Manthará's Speech.,BOOK II.,0.7579,83
lakshman,rama,2,Canto VIII. Manthará's Speech.,BOOK II.,0.3818,83
lakshman,bharat,2,Canto VIII. Manthará's Speech.,BOOK II.,0.3818,83
kaikeyi,rama,5,Canto IX. The Plot.,BOOK II.,0.0,84
bharat,rama,5,Canto IX. The Plot.,BOOK II.,0.0,84
dandak,vaijayanta,1,Canto IX. The Plot.,BOOK II.,0.0,84
yama,bharat,1,Canto IX. The Plot.,BOOK II.,-0.5106,84
yama,kausalya,1,Canto IX. The Plot.,BOOK II.,-0.5106,84
sindhu,suvira,1,Canto X. Dasaratha's Speech.,BOOK II.,0.4939,85
sindhu,angas,1,Canto X. Dasaratha's Speech.,BOOK II.,0.4939,85
suvira,angas,1,Canto X. Dasaratha's Speech.,BOOK II.,0.4939,85
suvira,vangas,1,Canto X. Dasaratha's Speech.,BOOK II.,0.4939,85
angas,vangas,1,Canto X. Dasaratha's Speech.,BOOK II.,0.0,85
angas,magadh,1,Canto X. Dasaratha's Speech.,BOOK II.,0.0,85
angas,kasi,1,Canto X. Dasaratha's Speech.,BOOK II.,0.0,85
vangas,magadh,1,Canto X. Dasaratha's Speech.,BOOK II.,0.0,85
vangas,kasi,1,Canto X. Dasaratha's Speech.,BOOK II.,0.0,85
magadh,kasi,1,Canto X. Dasaratha's Speech.,BOOK II.,0.7506,85
dandak,rama,1,Canto XI. The Queen's Demand.,BOOK II.,0.128,86
saivya,alarka,1,Canto XII. Dasaratha's Lament.,BOOK II.,0.8126,87
sumitra,rama,1,Canto XII. Dasaratha's Lament.,BOOK II.,0.2914,87
himalaya,rama,1,Canto XII. Dasaratha's Lament.,BOOK II.,-0.3818,87
ayodhya,rama,1,Canto XII. Dasaratha's Lament.,BOOK II.,-0.9286,87
indra,rama,1,Canto XII. Dasaratha's Lament.,BOOK II.,-0.1666,87
lakshman,bharat,1,Canto XII. Dasaratha's Lament.,BOOK II.,-0.4019,87
ikshvaku,ayodhya,1,Canto XIV. Ráma Summoned.,BOOK II.,0.296,89
ikshvaku,rama,1,Canto XIV. Ráma Summoned.,BOOK II.,0.296,89
ayodhya,rama,1,Canto XIV. Ráma Summoned.,BOOK II.,0.296,89
kaikeyi,bali,2,Canto XIV. Ráma Summoned.,BOOK II.,-0.8225,89
kaikeyi,indra,2,Canto XIV. Ráma Summoned.,BOOK II.,-0.8225,89
bali,indra,1,Canto XIV. Ráma Summoned.,BOOK II.,-0.9287,89
titan,brahma,1,Canto XIV. Ráma Summoned.,BOOK II.,0.5267,89
meru,indra,1,Canto XIV. Ráma Summoned.,BOOK II.,0.4215,89
pushya,rama,1,Canto XV. The Preparations.,BOOK II.,-0.1779,90
jumna,ganga,1,Canto XV. The Preparations.,BOOK II.,0.0,90
kailasa,indra,2,Canto XV. The Preparations.,BOOK II.,0.9118,90
rama,sumantra,7,Canto XVI. Ráma Summoned.,BOOK II.,0.5719,91
yama,varun,1,Canto XVI. Ráma Summoned.,BOOK II.,0.4939,91
varun,rama,1,Canto XVI. Ráma Summoned.,BOOK II.,0.0,91
raghu,rama,2,Canto XVII. Ráma's Approach.,BOOK II.,0.0,92
bharat,dandak,3,Canto XVIII. The Sentence.,BOOK II.,0.0,93
dandak,rama,1,Canto XIX. Ráma's Promise.,BOOK II.,0.6369,94
dandak,kaikeyi,1,Canto XIX. Ráma's Promise.,BOOK II.,0.6369,94
rama,kaikeyi,5,Canto XIX. Ráma's Promise.,BOOK II.,0.8934,94
rama,kausalya,4,Canto XX. Kausalyá's Lament.,BOOK II.,0.802,95
kausalya,lakshman,3,Canto XXI. Kausalyá Calmed.,BOOK II.,-0.7003,96
lakshman,rama,4,Canto XXI. Kausalyá Calmed.,BOOK II.,0.0772,96
ayodhya,bharat,2,Canto XXI. Kausalyá Calmed.,BOOK II.,0.0,96
bharat,kaikeyi,2,Canto XXI. Kausalyá Calmed.,BOOK II.,0.4019,96
sagar,jamadagni,1,Canto XXI. Kausalyá Calmed.,BOOK II.,0.0,96
jamadagni,renuka,1,Canto XXI. Kausalyá Calmed.,BOOK II.,0.4215,96
kaikeyi,bharat,2,Canto XXII. Lakshman Calmed.,BOOK II.,0.7506,97
rama,lakshman,2,Canto XXIII. Lakshman's Anger.,BOOK II.,-0.2023,98
raghu,lakshman,1,Canto XXIII. Lakshman's Anger.,BOOK II.,0.8402,98
kausalya,rama,2,Canto XXIV. Kausalyá Calmed.,BOOK II.,0.1027,99
dandak,rama,1,Canto XXV. Kausalyá's Blessing.,BOOK II.,-0.34,100
daitya,aditi,1,Canto XXV. Kausalyá's Blessing.,BOOK II.,-0.4215,100
vrihaspati,pushya,1,Canto XXVI. Alone With Sítá.,BOOK II.,0.3182,101
dandak,bharat,1,Canto XXVI. Alone With Sítá.,BOOK II.,0.0,101
raghu,dandak,1,Canto XXVII. Sítá's Speech.,BOOK II.,0.0,102
videha,rama,3,Canto XXX. The Triumph Of Love.,BOOK II.,-0.34,105
savitri,dyumatsena,1,Canto XXX. The Triumph Of Love.,BOOK II.,0.4939,105
lakshman,rama,3,Canto XXXI. Lakshman's Prayer.,BOOK II.,0.5994,106
kausalya,sumitra,3,Canto XXXI. Lakshman's Prayer.,BOOK II.,0.7003,106
sumitra,indra,1,Canto XXXI. Lakshman's Prayer.,BOOK II.,0.4404,106
indra,asvapati,1,Canto XXXI. Lakshman's Prayer.,BOOK II.,0.4939,106
raghu,rama,1,Canto XXXI. Lakshman's Prayer.,BOOK II.,0.4404,106
sumitra,rama,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.,0.8934,107
sumitra,lakshmi,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.,0.8934,107
raghu,suyajna,3,Canto XXXII. The Gift Of The Treasures.,BOOK II.,0.836,107
lakshman,brahma,4,Canto XXXII. The Gift Of The Treasures.,BOOK II.,0.5267,107
brahma,agastya,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.,0.6369,107
agastya,kusik,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.,0.7351,107
kusik,raghu,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.,0.7351,107
kausalya,lakshman,1,Canto XXXII. The Gift Of The Treasures.,BOOK II.,0.7964,107
kaikeyi,rama,1,Canto XXXIII. The People's Lament.,BOOK II.,0.0,108
dandak,lakshman,1,Canto XXXIV. Ráma In The Palace.,BOOK II.,0.4939,109
dandak,sita,1,Canto XXXIV. Ráma In The Palace.,BOOK II.,0.4939,109
lakshman,sita,2,Canto XXXIV. Ráma In The Palace.,BOOK II.,-0.2023,109
brahma,sita,1,Canto XXXIV. Ráma In The Palace.,BOOK II.,0.0,109
ikshvaku,bharat,1,Canto XXXV. Kaikeyí Reproached.,BOOK II.,-0.4939,110
bharat,rama,1,Canto XXXV. Kaikeyí Reproached.,BOOK II.,-0.296,110
sumantra,raghu,1,Canto XXXVI. Siddhárth's Speech.,BOOK II.,0.5719,111
ayodhya,bharat,1,Canto XXXVI. Siddhárth's Speech.,BOOK II.,-0.25,111
ayodhya,kaikeyi,1,Canto XXXVI. Siddhárth's Speech.,BOOK II.,-0.25,111
bharat,kaikeyi,3,Canto XXXVI. Siddhárth's Speech.,BOOK II.,-0.25,111
asamanj,sarju,2,Canto XXXVI. Siddhárth's Speech.,BOOK II.,0.7003,111
indra,rama,1,Canto XXXVI. Siddhárth's Speech.,BOOK II.,0.8176,111
ikshvaku,kaikeyi,1,Canto XXXVIII. Care For Kausalyá,BOOK II.,0.0,113
ikshvaku,sita,1,Canto XXXVIII. Care For Kausalyá,BOOK II.,0.0,113
kaikeyi,sita,1,Canto XXXVIII. Care For Kausalyá,BOOK II.,0.5267,113
lakshman,rama,2,Canto XL. Ráma's Departure.,BOOK II.,-0.4215,115
rama,sita,14,Canto XL. Ráma's Departure.,BOOK II.,0.8270999999999998,115
sumitra,rama,2,Canto XL. Ráma's Departure.,BOOK II.,-0.25,115
dasaratha,sita,3,Canto XL. Ráma's Departure.,BOOK II.,0.128,115
videha,meru,1,Canto XL. Ráma's Departure.,BOOK II.,0.8271,115
jupiter,mercury,1,Canto XLI. The Citizens' Lament.,BOOK II.,-0.5574,116
jupiter,mars,1,Canto XLI. The Citizens' Lament.,BOOK II.,-0.5574,116
mercury,mars,1,Canto XLI. The Citizens' Lament.,BOOK II.,-0.1531,116
ayodhya,rama,2,Canto XLI. The Citizens' Lament.,BOOK II.,-0.6808,116
indra,ayodhya,1,Canto XLI. The Citizens' Lament.,BOOK II.,-0.7783,116
rama,ikshvaku,4,Canto XLII. Dasaratha's Lament.,BOOK II.,0.3378,117
kausalya,bharat,5,Canto XLII. Dasaratha's Lament.,BOOK II.,0.7506,117
dasaratha,kausalya,1,Canto XLII. Dasaratha's Lament.,BOOK II.,0.5423,117
sita,ayodhya,1,Canto XLIII. Kausalyá's Lament.,BOOK II.,0.7964,118
kausalya,sumitra,3,Canto XLIV. Sumitrá's Speech.,BOOK II.,0.3384,119
suvahu,rama,1,Canto XLIV. Sumitrá's Speech.,BOOK II.,0.743,119
ayodhya,sita,1,Canto XLIV. Sumitrá's Speech.,BOOK II.,-0.9062,119
ayodhya,lakshmi,1,Canto XLIV. Sumitrá's Speech.,BOOK II.,-0.9062,119
sita,lakshmi,1,Canto XLIV. Sumitrá's Speech.,BOOK II.,-0.4854,119
bharat,ayodhya,1,Canto XLV. The Tamasá.,BOOK II.,0.6908,120
bharat,kaikeyi,1,Canto XLV. The Tamasá.,BOOK II.,0.6908,120
sita,lakshman,1,Canto XLV. The Tamasá.,BOOK II.,0.5574,120
tamasa,sumantra,1,Canto XLV. The Tamasá.,BOOK II.,0.8442,120
raghu,sita,2,Canto XLVI. The Halt.,BOOK II.,0.5859,121
raghu,lakshman,2,Canto XLVI. The Halt.,BOOK II.,0.5859,121
sita,lakshman,3,Canto XLVI. The Halt.,BOOK II.,0.0,121
bharat,satrughna,3,Canto XLVI. The Halt.,BOOK II.,-0.8591000000000001,121
rama,lakshman,8,Canto XLVI. The Halt.,BOOK II.,0.0,121
rama,sita,8,Canto XLVI. The Halt.,BOOK II.,0.0,121
sita,raghu,2,Canto XLVIII. The Women's Lament.,BOOK II.,-0.0258,123
lakshman,bharat,1,Canto XLVIII. The Women's Lament.,BOOK II.,0.3612,123
kosala,vedasruti,1,Canto XLIX. The Crossing Of The Rivers.,BOOK II.,0.0,124
vedasruti,agastya,1,Canto XLIX. The Crossing Of The Rivers.,BOOK II.,0.0,124
videhan,manu,1,Canto XLIX. The Crossing Of The Rivers.,BOOK II.,0.6369,124
videhan,ikshvaku,1,Canto XLIX. The Crossing Of The Rivers.,BOOK II.,0.6369,124
manu,ikshvaku,1,Canto XLIX. The Crossing Of The Rivers.,BOOK II.,0.6369,124
kosala,ayodhya,2,Canto L. The Halt Under The Ingudí.,BOOK II.,0.5574,125
lakshman,rama,5,Canto L. The Halt Under The Ingudí.,BOOK II.,0.6369,125
lakshman,sita,5,Canto L. The Halt Under The Ingudí.,BOOK II.,0.6369,125
rama,sita,5,Canto L. The Halt Under The Ingudí.,BOOK II.,0.6369,125
rama,sumantra,7,Canto L. The Halt Under The Ingudí.,BOOK II.,0.640242857142857,125
sita,sumantra,2,Canto L. The Halt Under The Ingudí.,BOOK II.,0.6486,125
guha,raghu,3,Canto L. The Halt Under The Ingudí.,BOOK II.,0.8658,125
dasaratha,sita,1,Canto L. The Halt Under The Ingudí.,BOOK II.,0.8225,125
rama,sita,3,Canto LI. Lakshman's Lament.,BOOK II.,0.296,126
ayodhya,rama,2,Canto LI. Lakshman's Lament.,BOOK II.,-0.784,126
rama,lakshman,12,Canto LII. The Crossing Of Gangá.,BOOK II.,0.2023,127
kaikeyi,raghu,3,Canto LII. The Crossing Of Gangá.,BOOK II.,-0.7096,127
ganga,lakshman,3,Canto LII. The Crossing Of Gangá.,BOOK II.,0.6369,127
ganga,sita,3,Canto LII. The Crossing Of Gangá.,BOOK II.,0.6369,127
rama,lakshman,4,Canto LIII. Ráma's Lament.,BOOK II.,-0.5848,128
kosala,bharat,1,Canto LIII. Ráma's Lament.,BOOK II.,-0.4215,128
ayodhya,sita,2,Canto LIII. Ráma's Lament.,BOOK II.,0.1779,128
ayodhya,dandak,2,Canto LIII. Ráma's Lament.,BOOK II.,0.1779,128
dandak,kausalya,1,Canto LIII. Ráma's Lament.,BOOK II.,-0.4215,128
kausalya,kaikeyi,2,Canto LIII. Ráma's Lament.,BOOK II.,-0.3182,128
lakshman,rama,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.,0.3818,129
yamuna,ganga,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.,-0.296,129
dasaratha,rama,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.,0.8555,129
dasaratha,janak,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.,0.8555,129
janak,videha,1,Canto LIV. Bharadvája's Hermitage.,BOOK II.,0.7906,129
sita,bharadvaja,2,Canto LIV. Bharadvája's Hermitage.,BOOK II.,0.25,129
rama,yamuna,6,Canto LV. The Passage Of Yamuná.,BOOK II.,0.0,130
rama,ganga,6,Canto LV. The Passage Of Yamuná.,BOOK II.,0.0,130
yamuna,ganga,2,Canto LV. The Passage Of Yamuná.,BOOK II.,0.2023,130
sita,rama,8,Canto LV. The Passage Of Yamuná.,BOOK II.,0.7351,130
kalindi,sita,3,Canto LV. The Passage Of Yamuná.,BOOK II.,0.5106,130
lakshman,sita,3,Canto LV. The Passage Of Yamuná.,BOOK II.,0.743,130
videhan,sita,1,Canto LV. The Passage Of Yamuná.,BOOK II.,0.0,130
ikshvaku,kalindi,1,Canto LV. The Passage Of Yamuná.,BOOK II.,0.0,130
kausalya,sumitra,1,Canto LV. The Passage Of Yamuná.,BOOK II.,0.0,130
kausalya,rama,1,Canto LV. The Passage Of Yamuná.,BOOK II.,0.0,130
sumitra,rama,1,Canto LV. The Passage Of Yamuná.,BOOK II.,0.1779,130
sita,chitrakuta,3,Canto LVI. Chitrakúta,BOOK II.,0.0,131
chitrakuta,rama,2,Canto LVI. Chitrakúta,BOOK II.,-0.3818,131
chitrakuta,videhan,2,Canto LVI. Chitrakúta,BOOK II.,-0.3818,131
rama,videhan,7,Canto LVI. Chitrakúta,BOOK II.,-0.0772,131
rama,sita,7,Canto LVI. Chitrakúta,BOOK II.,-0.0772,131
videhan,sita,1,Canto LVI. Chitrakúta,BOOK II.,-0.0258,131
sumitra,rama,1,Canto LVI. Chitrakúta,BOOK II.,-0.2732,131
rudra,vishnu,1,Canto LVI. Chitrakúta,BOOK II.,-0.6757,131
rama,guha,8,Canto LVII. Sumantra's Return.,BOOK II.,0.296,132
rama,sumantra,8,Canto LVII. Sumantra's Return.,BOOK II.,0.296,132
guha,sumantra,1,Canto LVII. Sumantra's Return.,BOOK II.,-0.3818,132
ganga,ayodhya,1,Canto LVII. Sumantra's Return.,BOOK II.,-0.25,132
kausalya,rama,2,Canto LVII. Sumantra's Return.,BOOK II.,-0.4588,132
mandar,sita,1,Canto LVIII. Ráma's Message.,BOOK II.,0.0,133
mandar,rama,1,Canto LVIII. Ráma's Message.,BOOK II.,0.0,133
ganga,prayag,1,Canto LIX. Dasaratha's Lament.,BOOK II.,0.0,134
ganga,lakshman,1,Canto LIX. Dasaratha's Lament.,BOOK II.,0.0,134
prayag,lakshman,1,Canto LIX. Dasaratha's Lament.,BOOK II.,0.0,134
ayodhya,rama,2,Canto LIX. Dasaratha's Lament.,BOOK II.,-0.4717,134
dandak,yama,1,Canto LX. Kausalyá Consoled.,BOOK II.,-0.4767,135
sita,rama,2,Canto LX. Kausalyá Consoled.,BOOK II.,0.8555,135
janak,rama,1,Canto LX. Kausalyá Consoled.,BOOK II.,0.0,135
kaikeyi,sita,1,Canto LX. Kausalyá Consoled.,BOOK II.,0.0,135
kaikeyi,sumantra,1,Canto LX. Kausalyá Consoled.,BOOK II.,0.0,135
sumantra,kausalya,1,Canto LX. Kausalyá Consoled.,BOOK II.,0.9284,135
rama,kausalya,4,Canto LXI. Kausalyá's Lament.,BOOK II.,-0.802,136
mahendra,lakshman,1,Canto LXI. Kausalyá's Lament.,BOOK II.,0.3939,136
soma,raghu,1,Canto LXI. Kausalyá's Lament.,BOOK II.,0.128,136
rama,lakshman,3,Canto LXIII. The Hermit's Son.,BOOK II.,0.44040000000000007,138
kausalya,rama,1,Canto LXIII. The Hermit's Son.,BOOK II.,-0.1779,138
kausalya,sumitra,1,Canto LXIV. Dasaratha's Death.,BOOK II.,-0.7717,139
kausalya,dasaratha,1,Canto LXIV. Dasaratha's Death.,BOOK II.,-0.7717,139
sumitra,dasaratha,1,Canto LXIV. Dasaratha's Death.,BOOK II.,-0.7579,139
raghu,kaikeyi,1,Canto LXVI. The Embalming.,BOOK II.,-0.9217,141
katyayan,markandeya,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.6369,142
katyayan,mudgalya,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.6369,142
katyayan,kasyap,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.6369,142
markandeya,mudgalya,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.6369,142
markandeya,kasyap,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.6369,142
mudgalya,kasyap,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.0,142
rama,bharat,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.7964,142
bharat,kekaya,1,Canto LXVII. The Praise Of Kings.,BOOK II.,-0.6808,142
kekaya,rajagriha,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.6705,142
kekaya,ikshvaku,1,Canto LXVII. The Praise Of Kings.,BOOK II.,0.6705,142
rajagriha,ikshvaku,1,Canto LXVII. The Praise Of Kings.,BOOK II.,-0.6597,142
rajagriha,bharat,1,Canto LXVIII. The Envoys.,BOOK II.,-0.5267,143
rama,raghu,1,Canto LXVIII. The Envoys.,BOOK II.,-0.802,143
malini,ganga,1,Canto LXVIII. The Envoys.,BOOK II.,0.4404,143
ganga,kurujangal,1,Canto LXVIII. The Envoys.,BOOK II.,0.0,143
kulinga,abhikala,1,Canto LXVIII. The Envoys.,BOOK II.,0.0,143
sudaman,vishnu,1,Canto LXVIII. The Envoys.,BOOK II.,0.0,143
lakshman,sumitra,1,Canto LXX. Bharat's Departure.,BOOK II.,0.5267,145
lakshman,satrughna,1,Canto LXX. Bharat's Departure.,BOOK II.,0.5267,145
sumitra,satrughna,1,Canto LXX. Bharat's Departure.,BOOK II.,0.5267,145
kekaya,kaikeyi,1,Canto LXX. Bharat's Departure.,BOOK II.,0.6369,145
kekaya,asvapati,1,Canto LXX. Bharat's Departure.,BOOK II.,0.6369,145
kaikeyi,asvapati,1,Canto LXX. Bharat's Departure.,BOOK II.,0.6369,145
asvapati,bharat,1,Canto LXX. Bharat's Departure.,BOOK II.,0.743,145
indrasira,airavat,1,Canto LXX. Bharat's Departure.,BOOK II.,0.8834,145
bharat,sudama,4,Canto LXXI. Bharat's Return.,BOOK II.,0.6808,146
ikshvaku,ailadhana,2,Canto LXXI. Bharat's Return.,BOOK II.,0.5719,146
ikshvaku,aparparyat,2,Canto LXXI. Bharat's Return.,BOOK II.,0.5719,146
ikshvaku,sila,2,Canto LXXI. Bharat's Return.,BOOK II.,0.5719,146
ailadhana,aparparyat,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
ailadhana,sila,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
ailadhana,akurvati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
aparparyat,sila,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
aparparyat,akurvati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
aparparyat,agneya,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
aparparyat,salyakartan,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
sila,akurvati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
sila,agneya,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
sila,salyakartan,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
sila,silavaha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.3182,146
akurvati,agneya,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7096,146
akurvati,salyakartan,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7096,146
akurvati,silavaha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7096,146
agneya,salyakartan,1,Canto LXXI. Bharat's Return.,BOOK II.,0.5574,146
agneya,silavaha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.5574,146
salyakartan,silavaha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.5574,146
silavaha,chaitraratha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.5574,146
chaitraratha,ganga,1,Canto LXXI. Bharat's Return.,BOOK II.,0.1027,146
chaitraratha,bharunda,1,Canto LXXI. Bharat's Return.,BOOK II.,0.1027,146
ganga,bharunda,1,Canto LXXI. Bharat's Return.,BOOK II.,0.0,146
ganga,kalinda,1,Canto LXXI. Bharat's Return.,BOOK II.,0.0,146
bharunda,kalinda,1,Canto LXXI. Bharat's Return.,BOOK II.,0.5859,146
ansudhana,pragvat,1,Canto LXXI. Bharat's Return.,BOOK II.,0.296,146
pragvat,kutikoshtika,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7964,146
kutikoshtika,dharmavardhan,1,Canto LXXI. Bharat's Return.,BOOK II.,0.0,146
kutikoshtika,toran,1,Canto LXXI. Bharat's Return.,BOOK II.,0.0,146
dharmavardhan,toran,1,Canto LXXI. Bharat's Return.,BOOK II.,0.5106,146
dharmavardhan,jambuprastha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.5106,146
toran,jambuprastha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.6808,146
toran,varutha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.6808,146
jambuprastha,varutha,1,Canto LXXI. Bharat's Return.,BOOK II.,0.6808,146
kutika,lohitya,1,Canto LXXI. Bharat's Return.,BOOK II.,0.4767,146
kutika,ekasala,1,Canto LXXI. Bharat's Return.,BOOK II.,0.4767,146
kutika,sthanumati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.4767,146
lohitya,ekasala,1,Canto LXXI. Bharat's Return.,BOOK II.,0.2023,146
lohitya,sthanumati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.2023,146
lohitya,gomati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.2023,146
ekasala,sthanumati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7269,146
ekasala,gomati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7269,146
ekasala,vinata,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7269,146
ekasala,kalinga,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7269,146
sthanumati,gomati,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7269,146
sthanumati,vinata,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7269,146
sthanumati,kalinga,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7269,146
gomati,vinata,1,Canto LXXI. Bharat's Return.,BOOK II.,0.8442,146
gomati,kalinga,1,Canto LXXI. Bharat's Return.,BOOK II.,0.8442,146
vinata,kalinga,1,Canto LXXI. Bharat's Return.,BOOK II.,0.7783,146
ayodhya,manu,3,Canto LXXI. Bharat's Return.,BOOK II.,0.4939,146
sita,lakshman,3,Canto LXXII. Bharat's Inquiry.,BOOK II.,-0.0516,147
kausalya,lakshman,1,Canto LXXII. Bharat's Inquiry.,BOOK II.,0.9399,147
