Source,Target,Weight,Canto,Book,vader,Canto_no
sita,lakshman,4,Canto XVII. Súrpanakhá.,BOOK III.,0.5574,211
rama,sita,4,Canto XVII. Súrpanakhá.,BOOK III.,0.3612,211
ten-necked,rama,1,Canto XVII. Súrpanakhá.,BOOK III.,0.802,211
dasaratha,rama,1,Canto XVII. Súrpanakhá.,BOOK III.,0.8176,211
ravan,kumbhakarna,1,Canto XVII. Súrpanakhá.,BOOK III.,0.3612,211
kumbhakarna,vibhishan,1,Canto XVII. Súrpanakhá.,BOOK III.,0.5267,211
kumbhakarna,dushan,1,Canto XVII. Súrpanakhá.,BOOK III.,0.5267,211
vibhishan,dushan,1,Canto XVII. Súrpanakhá.,BOOK III.,0.9062,211
meru,rama,1,Canto XVIII. The Mutilation.,BOOK III.,0.5859,212
janasthan,khara,1,Canto XVIII. The Mutilation.,BOOK III.,0.0,212
surpanakha,dasaratha,2,Canto XIX. The Rousing Of Khara.,BOOK III.,0.7717,213
rama,lakshman,1,Canto XIX. The Rousing Of Khara.,BOOK III.,0.3182,213
surpanakha,rama,2,Canto XX. The Giants' Death.,BOOK III.,0.3818,214
surpanakha,sita,2,Canto XX. The Giants' Death.,BOOK III.,0.3818,214
rama,sita,4,Canto XX. The Giants' Death.,BOOK III.,0.3818,214
sita,lakshman,3,Canto XX. The Giants' Death.,BOOK III.,0.7578999999999999,214
lakshman,rama,3,Canto XX. The Giants' Death.,BOOK III.,0.6705,214
rama,lakshman,7,Canto XXI. The Rousing Of Khara.,BOOK III.,0.5677,215
pulastya,rama,1,Canto XXII. Khara's Wrath.,BOOK III.,-0.8979,216
dushan,meru,2,Canto XXII. Khara's Wrath.,BOOK III.,0.6908,216
lakshman,sita,3,Canto XXIV. The Host In Sight.,BOOK III.,0.0,218
siva,daksha,1,Canto XXIV. The Host In Sight.,BOOK III.,0.5106,218
khara,rama,3,Canto XXV. The Battle.,BOOK III.,-0.44040000000000007,219
dushan,rama,6,Canto XXVI. Dúshan's Death.,BOOK III.,0.7579000000000001,220
raghu,indra,4,Canto XXVI. Dúshan's Death.,BOOK III.,0.1901,220
raghu,rama,4,Canto XXVI. Dúshan's Death.,BOOK III.,0.1901,220
raghu,dushan,4,Canto XXVI. Dúshan's Death.,BOOK III.,0.1901,220
indra,rama,3,Canto XXVI. Dúshan's Death.,BOOK III.,0.0,220
indra,dushan,3,Canto XXVI. Dúshan's Death.,BOOK III.,0.0,220
mahakapala,sthulaksha,2,Canto XXVI. Dúshan's Death.,BOOK III.,-0.6705,220
mahakapala,pramathi,2,Canto XXVI. Dúshan's Death.,BOOK III.,-0.6705,220
sthulaksha,pramathi,2,Canto XXVI. Dúshan's Death.,BOOK III.,0.0772,220
sthulaksha,rama,2,Canto XXVI. Dúshan's Death.,BOOK III.,0.0772,220
pramathi,rama,2,Canto XXVI. Dúshan's Death.,BOOK III.,0.2732,220
yama,khara,1,Canto XXVI. Dúshan's Death.,BOOK III.,-0.1531,220
yama,dushan,1,Canto XXVI. Dúshan's Death.,BOOK III.,-0.1531,220
khara,dushan,2,Canto XXVI. Dúshan's Death.,BOOK III.,0.0,220
lakshman,khara,1,Canto XXVI. Dúshan's Death.,BOOK III.,-0.4215,220
janasthan,trisiras,1,Canto XXVII. The Death Of Trisirás.,BOOK III.,-0.6705,221
trisiras,khara,2,Canto XXVII. The Death Of Trisirás.,BOOK III.,-0.886,221
trisiras,dushan,1,Canto XXVIII. Khara Dismounted.,BOOK III.,-0.7783,222
trisiras,rama,1,Canto XXVIII. Khara Dismounted.,BOOK III.,-0.7783,222
dushan,rama,1,Canto XXVIII. Khara Dismounted.,BOOK III.,-0.8689,222
yama,khara,1,Canto XXVIII. Khara Dismounted.,BOOK III.,0.6369,222
vishnu,agastya,1,Canto XXVIII. Khara Dismounted.,BOOK III.,0.6597,222
dandak,janasthan,2,Canto XXX. Khara's Death.,BOOK III.,0.6705,224
rudra,svetaranya,1,Canto XXX. Khara's Death.,BOOK III.,-0.296,224
rudra,namuchi,1,Canto XXX. Khara's Death.,BOOK III.,-0.296,224
svetaranya,namuchi,1,Canto XXX. Khara's Death.,BOOK III.,-0.296,224
trisiras,dushan,1,Canto XXX. Khara's Death.,BOOK III.,0.0,224
agastya,rama,1,Canto XXX. Khara's Death.,BOOK III.,-0.0258,224
dasaratha,dandak,1,Canto XXX. Khara's Death.,BOOK III.,0.6249,224
janak,rama,1,Canto XXX. Khara's Death.,BOOK III.,0.6326,224
ravan,janasthan,3,Canto XXXI. Rávan.,BOOK III.,-0.5994,225
ravan,khara,3,Canto XXXI. Rávan.,BOOK III.,-0.5994,225
janasthan,khara,6,Canto XXXI. Rávan.,BOOK III.,-0.8731,225
akampan,ravan,6,Canto XXXI. Rávan.,BOOK III.,-0.7269,225
rama,janasthan,10,Canto XXXI. Rávan.,BOOK III.,0.07720000000000002,225
dushan,khara,1,Canto XXXI. Rávan.,BOOK III.,-0.1779,225
dushan,ravan,1,Canto XXXI. Rávan.,BOOK III.,-0.1779,225
dushan,akampan,1,Canto XXXI. Rávan.,BOOK III.,-0.1779,225
indra,akampan,1,Canto XXXI. Rávan.,BOOK III.,0.5106,225
lanka,rama,2,Canto XXXI. Rávan.,BOOK III.,0.0,225
surpanakha,rama,2,Canto XXXII. Rávan Roused.,BOOK III.,-0.7003,226
rama,trisiras,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.8807,226
rama,dushan,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.8807,226
trisiras,dushan,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.9403,226
ravan,indra,2,Canto XXXII. Rávan Roused.,BOOK III.,0.3612,226
bhogavati,vasuki,1,Canto XXXII. Rávan Roused.,BOOK III.,0.128,226
bhogavati,takshaka,1,Canto XXXII. Rávan Roused.,BOOK III.,0.128,226
bhogavati,kailasa,1,Canto XXXII. Rávan Roused.,BOOK III.,0.128,226
vasuki,takshaka,1,Canto XXXII. Rávan Roused.,BOOK III.,0.128,226
vasuki,kailasa,1,Canto XXXII. Rávan Roused.,BOOK III.,0.128,226
takshaka,kailasa,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.2023,226
takshaka,kuvera,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.2023,226
takshaka,pushpak,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.2023,226
kailasa,kuvera,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.6249,226
kailasa,pushpak,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.6249,226
kuvera,pushpak,1,Canto XXXII. Rávan Roused.,BOOK III.,-0.8658,226
rama,khara,3,Canto XXXIII. Súrpanakhá's Speech.,BOOK III.,-0.8043999999999999,227
janasthan,dandak,1,Canto XXXIII. Súrpanakhá's Speech.,BOOK III.,-0.1027,227
trisiras,dushan,1,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.,-0.2732,228
trisiras,khara,1,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.,-0.2732,228
dushan,khara,3,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.,-0.2732,228
dasaratha,kandarpa,1,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.,0.6808,228
rama,khara,5,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.,-0.743,228
rama,dushan,5,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.,-0.743,228
janasthan,rama,1,Canto XXXIV. Súrpanakhá's Speech.,BOOK III.,-0.0516,228
brahma,marichipas,2,Canto XXXV. Rávan's Journey.,BOOK III.,0.8934,229
brahma,vaikhanasas,2,Canto XXXV. Rávan's Journey.,BOOK III.,0.8934,229
brahma,mashas,2,Canto XXXV. Rávan's Journey.,BOOK III.,0.8934,229
marichipas,vaikhanasas,2,Canto XXXV. Rávan's Journey.,BOOK III.,0.8934,229
marichipas,mashas,2,Canto XXXV. Rávan's Journey.,BOOK III.,0.8934,229
vaikhanasas,mashas,1,Canto XXXV. Rávan's Journey.,BOOK III.,0.7964,229
indra,ravan,1,Canto XXXV. Rávan's Journey.,BOOK III.,0.0,229
indra,garud,1,Canto XXXV. Rávan's Journey.,BOOK III.,0.0,229
ravan,garud,4,Canto XXXV. Rávan's Journey.,BOOK III.,-0.25,229
lanka,maricha,1,Canto XXXV. Rávan's Journey.,BOOK III.,0.3939,229
janasthan,dushan,2,Canto XXXVI. Rávan's Speech.,BOOK III.,0.128,230
khara,janasthan,3,Canto XXXVI. Rávan's Speech.,BOOK III.,-0.0516,230
khara,rama,8,Canto XXXVI. Rávan's Speech.,BOOK III.,-0.43841250000000004,230
trisiras,dandak,1,Canto XXXVI. Rávan's Speech.,BOOK III.,0.0,230
varun,indra,1,Canto XXXVII. Márícha's Speech.,BOOK III.,0.5423,231
indra,rama,2,Canto XXXVII. Márícha's Speech.,BOOK III.,0.5423,231
rama,janak,5,Canto XXXVII. Márícha's Speech.,BOOK III.,-0.128,231
janak,sita,2,Canto XXXVII. Márícha's Speech.,BOOK III.,-0.5719,231
dasaratha,rama,1,Canto XXXVIII. Márícha's Speech.,BOOK III.,0.0,232
rama,maricha,11,Canto XXXVIII. Márícha's Speech.,BOOK III.,-0.6704999999999998,232
visvamitra,dandak,2,Canto XXXVIII. Márícha's Speech.,BOOK III.,0.891,232
lanka,rama,1,Canto XXXVIII. Márícha's Speech.,BOOK III.,0.6486,232
namuchi,bali,1,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.2023,233
namuchi,rama,1,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.2023,233
bali,rama,1,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.2023,233
khara,janasthan,1,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.6486,233
khara,surpanakha,1,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.6486,233
khara,rama,1,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.6486,233
janasthan,surpanakha,1,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.802,233
janasthan,rama,1,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.802,233
surpanakha,rama,2,Canto XXXIX. Márícha's Speech.,BOOK III.,-0.8316,233
lakshman,sita,1,Canto XL. Rávan's Speech.,BOOK III.,0.3612,234
dandak,rama,1,Canto XL. Rávan's Speech.,BOOK III.,0.5908,234
dandak,rama,1,Canto XLII. Márícha Transformed.,BOOK III.,0.7351,236
ravan,maricha,1,Canto XLII. Márícha Transformed.,BOOK III.,0.0,236
indra,rama,1,Canto XLII. Márícha Transformed.,BOOK III.,-0.4341,236
sita,rama,2,Canto XLII. Márícha Transformed.,BOOK III.,0.0,236
sita,lakshman,4,Canto XLIII. The Wondrous Deer.,BOOK III.,0.8316,237
janak,lakshman,1,Canto XLIII. The Wondrous Deer.,BOOK III.,0.5719,237
janak,rama,1,Canto XLIII. The Wondrous Deer.,BOOK III.,0.5719,237
janak,sita,1,Canto XLIII. The Wondrous Deer.,BOOK III.,0.5719,237
rama,sita,1,Canto XLIII. The Wondrous Deer.,BOOK III.,0.34,237
nandan,chaitraratha,1,Canto XLIII. The Wondrous Deer.,BOOK III.,0.3595,237
vatapi,agastya,1,Canto XLIII. The Wondrous Deer.,BOOK III.,0.25,237
brahma,indra,1,Canto XLIV. Márícha's Death.,BOOK III.,0.7845,238
sita,ravan,2,Canto XLIV. Márícha's Death.,BOOK III.,-0.4588,238
rama,maricha,2,Canto XLIV. Márícha's Death.,BOOK III.,0.4404,238
lakshman,maricha,2,Canto XLIV. Márícha's Death.,BOOK III.,0.6705,238
rama,indra,10,Canto XLV. Lakshman's Departure.,BOOK III.,-0.10015,239
lakshman,rama,2,Canto XLVI. The Guest.,BOOK III.,-0.7579,240
rama,ravan,2,Canto XLVI. The Guest.,BOOK III.,-0.5423,240
janasthan,godavari,1,Canto XLVI. The Guest.,BOOK III.,-0.7184,240
videha,rama,1,Canto XLVII. Rávan's Wooing.,BOOK III.,0.7574,241
dandak,rama,1,Canto XLVII. Rávan's Wooing.,BOOK III.,-0.1027,241
lanka,indra,1,Canto XLVIII. Rávan's Speech.,BOOK III.,0.7579,242
rama,dasaratha,6,Canto XLVIII. Rávan's Speech.,BOOK III.,-0.6302500000000001,242
janasthan,rama,1,Canto XLIX. The Rape Of Sítá.,BOOK III.,0.6369,243
janasthan,ravan,1,Canto XLIX. The Rape Of Sítá.,BOOK III.,0.6369,243
sita,rama,2,Canto XLIX. The Rape Of Sítá.,BOOK III.,0.6369,243
jatayus,sita,1,Canto L. Jatáyus.,BOOK III.,0.3818,244
surpanakha,khara,1,Canto L. Jatáyus.,BOOK III.,-0.3612,244
surpanakha,rama,1,Canto L. Jatáyus.,BOOK III.,-0.3612,244
khara,rama,2,Canto L. Jatáyus.,BOOK III.,-0.5994,244
vritra,indra,1,Canto L. Jatáyus.,BOOK III.,-0.4404,244
raghu,dasaratha,1,Canto L. Jatáyus.,BOOK III.,0.0,244
rama,ravan,1,Canto LI. The Combat.,BOOK III.,-0.1779,245
lanka,rama,1,Canto LII. Rávan's Flight.,BOOK III.,-0.3244,246
pampa,lanka,1,Canto LIV. Lanká.,BOOK III.,0.7269,248
varun,ravan,1,Canto LIV. Lanká.,BOOK III.,-0.5106,248
ten-necked,ravan,1,Canto LIV. Lanká.,BOOK III.,-0.4404,248
maya,ravan,1,Canto LIV. Lanká.,BOOK III.,0.2023,248
dushan,khara,1,Canto LIV. Lanká.,BOOK III.,0.5267,248
dushan,rama,1,Canto LIV. Lanká.,BOOK III.,0.5267,248
ikshvaku,lakshman,1,Canto LVI. Sítá's Disdain.,BOOK III.,0.0,250
janasthan,khara,1,Canto LVI. Sítá's Disdain.,BOOK III.,0.6124,250
sita,lanka,3,Canto LVI. Sítá's Disdain.,BOOK III.,0.3818,250
lanka,indra,4,Canto LVII. Sítá Comforted.,BOOK III.,0.8807,251
brahma,lanka,1,Canto LVII. Sítá Comforted.,BOOK III.,-0.5859,251
sachi,asoka,3,Canto LVII. Sítá Comforted.,BOOK III.,0.45879999999999993,251
sachi,sita,3,Canto LVII. Sítá Comforted.,BOOK III.,0.45879999999999993,251
asoka,sita,1,Canto LVII. Sítá Comforted.,BOOK III.,0.4588,251
sita,maricha,2,Canto LVIII. The Brothers' Meeting.,BOOK III.,0.0,252
kaikeyi,sita,1,Canto LIX. Ráma's Return.,BOOK III.,-0.2732,253
sita,kausalya,4,Canto LIX. Ráma's Return.,BOOK III.,-0.7781,253
janasthan,lakshman,1,Canto LIX. Ráma's Return.,BOOK III.,0.3612,253
rama,lakshman,4,Canto LXII. Ráma's Lament.,BOOK III.,-0.8689,256
bali,rama,1,Canto LXII. Ráma's Lament.,BOOK III.,-0.743,256
kaikeyi,sita,1,Canto LXIII. Ráma's Lament.,BOOK III.,-0.25,257
ayodhya,bharat,1,Canto LXIII. Ráma's Lament.,BOOK III.,-0.6876,257
rama,lakshman,1,Canto LXIV. Ráma's Lament.,BOOK III.,-0.6705,258
raghu,godavari,4,Canto LXV. Ráma's Wrath.,BOOK III.,0.4404,259
raghu,sita,4,Canto LXV. Ráma's Wrath.,BOOK III.,0.4404,259
godavari,sita,2,Canto LXV. Ráma's Wrath.,BOOK III.,0.0,259
prasravan,mandakini,1,Canto LXV. Ráma's Wrath.,BOOK III.,0.7717,259
gandharvas,kinnars,1,Canto LXV. Ráma's Wrath.,BOOK III.,0.6249,259
sita,kosal,1,Canto LXVI. Lakshman's Speech.,BOOK III.,0.25,260
yayati,nahush,1,Canto LXVII. Ráma Appeased.,BOOK III.,-0.705,261
yayati,indra,1,Canto LXVII. Ráma Appeased.,BOOK III.,-0.705,261
nahush,indra,1,Canto LXVII. Ráma Appeased.,BOOK III.,-0.705,261
gandharvas,kinnars,1,Canto LXVIII. Jatáyus.,BOOK III.,0.802,262
ravan,lakshman,3,Canto LXVIII. Jatáyus.,BOOK III.,-0.0762,262
kabandha,rama,1,Canto LXX. Kabandha.,BOOK III.,-0.7845,264
dasaratha,sumitra,1,Canto LXX. Kabandha.,BOOK III.,0.7783,264
rama,lakshman,2,Canto LXXI. Kabandha's Speech.,BOOK III.,0.4404,265
danu,indra,3,Canto LXXII. Kabandha's Tale.,BOOK III.,-0.8176,266
sakra,indra,1,Canto LXXII. Kabandha's Tale.,BOOK III.,0.5719,266
lakshman,rama,1,Canto LXXII. Kabandha's Tale.,BOOK III.,0.34,266
lakshman,janasthan,1,Canto LXXII. Kabandha's Tale.,BOOK III.,0.34,266
janasthan,ravan,1,Canto LXXII. Kabandha's Tale.,BOOK III.,0.4939,266
kabandha,lakshman,2,Canto LXXIII. Kabandha's Counsel.,BOOK III.,0.5106,267
indra,rishyamuka,1,Canto LXXIII. Kabandha's Counsel.,BOOK III.,0.7906,267
rishyamuka,pampa,2,Canto LXXIII. Kabandha's Counsel.,BOOK III.,0.7269,267
bali,raghu,1,Canto LXXIII. Kabandha's Counsel.,BOOK III.,-0.4588,267
bali,rishyamuka,1,Canto LXXIII. Kabandha's Counsel.,BOOK III.,-0.4588,267
raghu,rishyamuka,2,Canto LXXIII. Kabandha's Counsel.,BOOK III.,-0.4588,267
ravan,meru,1,Canto LXXIII. Kabandha's Counsel.,BOOK III.,0.1779,267
rama,sugriva,1,Canto LXXIV. Kabandha's Death.,BOOK III.,0.9423,268
pampa,kabandha,3,Canto LXXV. Savarí.,BOOK III.,0.6705,269
savari,rama,1,Canto LXXVI. Pampá.,BOOK III.,0.8934,270
savari,lakshman,1,Canto LXXVI. Pampá.,BOOK III.,0.8934,270
rama,lakshman,4,Canto LXXVI. Pampá.,BOOK III.,-0.2023,270
pampa,rishyamuka,6,Canto LXXVI. Pampá.,BOOK III.,0.8125999999999999,270
rishyamuka,bali,2,Canto LXXVI. Pampá.,BOOK III.,-0.0772,270
bali,sugriva,1,Canto LXXVI. Pampá.,BOOK III.,0.8779,270
gandharvas,kinnars,1,Canto LXXVI. Pampá.,BOOK III.,0.8979,270
pampa,rama,9,Canto I. Ráma's Lament.,BOOK IV.,0.4019,271
sumitra,pampa,4,Canto I. Ráma's Lament.,BOOK IV.,0.8516,271
ayodhya,indra,1,Canto I. Ráma's Lament.,BOOK IV.,0.7579,271
kausalya,sita,1,Canto I. Ráma's Lament.,BOOK IV.,-0.3939,271
kausalya,bharat,1,Canto I. Ráma's Lament.,BOOK IV.,-0.3939,271
bharat,sita,1,Canto I. Ráma's Lament.,BOOK IV.,0.7096,271
ravan,raghu,1,Canto I. Ráma's Lament.,BOOK IV.,-0.1154,271
sugriva,raghu,4,Canto II. Sugríva's Alarm.,BOOK IV.,0.25,272
malaya,bali,1,Canto II. Sugríva's Alarm.,BOOK IV.,0.6083,272
wind-god,raghu,1,Canto II. Sugríva's Alarm.,BOOK IV.,0.4404,272
sugriva,rishyamuka,4,Canto III. Hanumán's Speech.,BOOK IV.,-0.1027,273
sugriva,wind-god,4,Canto III. Hanumán's Speech.,BOOK IV.,-0.1027,273
rishyamuka,wind-god,2,Canto III. Hanumán's Speech.,BOOK IV.,-0.1027,273
meru,vindhya,1,Canto III. Hanumán's Speech.,BOOK IV.,0.6369,273
raghu,lakshman,1,Canto III. Hanumán's Speech.,BOOK IV.,0.8779,273
lakshman,sugriva,2,Canto III. Hanumán's Speech.,BOOK IV.,-0.3818,273
yajush,saman,1,Canto III. Hanumán's Speech.,BOOK IV.,0.4404,273
rama,lakshman,1,Canto III. Hanumán's Speech.,BOOK IV.,0.0,273
rama,sugriva,1,Canto III. Hanumán's Speech.,BOOK IV.,0.0,273
rama,sugriva,4,Canto IV. Lakshman's Reply.,BOOK IV.,0.7906,274
pampa,lakshman,1,Canto IV. Lakshman's Reply.,BOOK IV.,0.2263,274
lakshman,raghu,2,Canto IV. Lakshman's Reply.,BOOK IV.,0.6908,274
raghu,dasaratha,5,Canto IV. Lakshman's Reply.,BOOK IV.,0.8979000000000001,274
diti,sugriva,2,Canto IV. Lakshman's Reply.,BOOK IV.,-0.5574,274
rishyamuka,malaya,1,Canto V. The League.,BOOK IV.,0.0,275
lakshman,rama,2,Canto V. The League.,BOOK IV.,0.296,275
rama,dasaratha,4,Canto V. The League.,BOOK IV.,0.296,275
dasaratha,ikshvaku,1,Canto V. The League.,BOOK IV.,0.743,275
sugriva,raghu,5,Canto V. The League.,BOOK IV.,0.5859,275
raghu,hanuman,5,Canto V. The League.,BOOK IV.,0.8126,275
rama,hanuman,4,Canto VI. The Tokens.,BOOK IV.,0.1531,276
hanuman,lakshman,1,Canto VI. The Tokens.,BOOK IV.,-0.3612,276
lakshman,janak,2,Canto VI. The Tokens.,BOOK IV.,-0.4939,276
sugriva,raghu,4,Canto VIII. Ráma's Promise.,BOOK IV.,0.8689,278
lakshman,indra,1,Canto VIII. Ráma's Promise.,BOOK IV.,0.8271,278
rama,hanuman,3,Canto VIII. Ráma's Promise.,BOOK IV.,0.0,278
rishyamuka,bali,1,Canto VIII. Ráma's Promise.,BOOK IV.,-0.9451,278
skanda,indra,1,Canto VIII. Ráma's Promise.,BOOK IV.,0.25,278
indra,bali,2,Canto XI. Dundubhi.,BOOK IV.,0.743,281
sugriva,lakshman,4,Canto XI. Dundubhi.,BOOK IV.,0.2023,281
indra,bali,1,Canto XII. The Palm Trees.,BOOK IV.,0.5574,282
sugriva,rama,6,Canto XII. The Palm Trees.,BOOK IV.,0.5423,282
sugriva,lakshman,6,Canto XII. The Palm Trees.,BOOK IV.,0.5423,282
rama,lakshman,5,Canto XII. The Palm Trees.,BOOK IV.,0.5423,282
mercury,rama,1,Canto XII. The Palm Trees.,BOOK IV.,-0.5423,282
rishyamuka,bali,1,Canto XII. The Palm Trees.,BOOK IV.,-0.7579,282
rama,kishkindha,3,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.5574,283
rama,bali,3,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.5574,283
kishkindha,bali,2,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.8591,283
sugriva,lakshman,5,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
sugriva,nala,5,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
sugriva,nila,5,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
sugriva,hanuman,5,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
lakshman,nala,1,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
lakshman,nila,1,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
lakshman,hanuman,1,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
nala,nila,1,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
nala,hanuman,1,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
nila,hanuman,1,Canto XIII. The Return To Kishkindhá.,BOOK IV.,0.0,283
rama,bali,2,Canto XIV. The Challenge.,BOOK IV.,0.34,284
raghu,lakshman,1,Canto XIV. The Challenge.,BOOK IV.,0.4939,284
rama,lakshman,3,Canto XV. Tárá.,BOOK IV.,0.6705,285
rama,sugriva,3,Canto XV. Tárá.,BOOK IV.,0.6705,285
lakshman,sugriva,1,Canto XV. Tárá.,BOOK IV.,0.6705,285
raghu,indra,1,Canto XV. Tárá.,BOOK IV.,0.1027,285
rama,sugriva,2,Canto XVI. The Fall Of Báli.,BOOK IV.,0.0258,286
indra,bali,4,Canto XVI. The Fall Of Báli.,BOOK IV.,0.0,286
rama,brahma,4,Canto XVII. Báli's Speech.,BOOK IV.,0.54305,287
rama,lakshman,3,Canto XVII. Báli's Speech.,BOOK IV.,0.8074,287
brahma,lakshman,1,Canto XVII. Báli's Speech.,BOOK IV.,-0.25,287
brahma,mahendra,1,Canto XVII. Báli's Speech.,BOOK IV.,-0.25,287
lakshman,mahendra,2,Canto XVII. Báli's Speech.,BOOK IV.,0.1531,287
tara,sugriva,2,Canto XVII. Báli's Speech.,BOOK IV.,-0.8087,287
rama,bali,3,Canto XVIII. Ráma's Reply.,BOOK IV.,0.7717,288
sugriva,lakshman,5,Canto XVIII. Ráma's Reply.,BOOK IV.,0.7003,288
raghu,rama,1,Canto XVIII. Ráma's Reply.,BOOK IV.,0.4588,288
angad,sugriva,2,Canto XVIII. Ráma's Reply.,BOOK IV.,0.8807,288
tara,rama,4,Canto XIX. Tárá's Grief.,BOOK IV.,0.0,289
bali,angad,3,Canto XIX. Tárá's Grief.,BOOK IV.,-0.3182,289
sugriva,lakshman,1,Canto XIX. Tárá's Grief.,BOOK IV.,0.2023,289
rama,sugriva,2,Canto XX. Tárá's Lament.,BOOK IV.,0.9349,290
tara,angad,2,Canto XX. Tárá's Lament.,BOOK IV.,-0.8402,290
bali,sugriva,5,Canto XXII. Báli Dead.,BOOK IV.,-0.7003,292
bali,tara,2,Canto XXIII. Tárá's Lament.,BOOK IV.,0.6908,293
yama,bali,1,Canto XXIII. Tárá's Lament.,BOOK IV.,0.8126,293
rama,sugriva,4,Canto XXV. Ráma's Speech.,BOOK IV.,0.34,295
sugriva,tara,6,Canto XXV. Ráma's Speech.,BOOK IV.,-0.8807,295
tara,bali,6,Canto XXV. Ráma's Speech.,BOOK IV.,-0.3612,295
lakshman,bali,1,Canto XXV. Ráma's Speech.,BOOK IV.,-0.1531,295
lakshman,sugriva,1,Canto XXV. Ráma's Speech.,BOOK IV.,-0.1531,295
raghu,brahma,3,Canto XXVI. The Coronation.,BOOK IV.,0.4939,296
brahma,hanuman,1,Canto XXVI. The Coronation.,BOOK IV.,0.5574,296
sugriva,raghu,2,Canto XXVII. Ráma On The Hill.,BOOK IV.,0.0,297
sugriva,prasravan,2,Canto XXVII. Ráma On The Hill.,BOOK IV.,0.0,297
raghu,prasravan,4,Canto XXVII. Ráma On The Hill.,BOOK IV.,0.0,297
ruma,tara,1,Canto XXIX. Hanumán's Counsel.,BOOK IV.,0.7906,299
tara,indra,1,Canto XXIX. Hanumán's Counsel.,BOOK IV.,0.9246,299
raghu,sita,1,Canto XXIX. Hanumán's Counsel.,BOOK IV.,-0.1655,299
sugriva,janak,3,Canto XXX. Ráma's Lament.,BOOK IV.,0.8957,300
indra,thousand-eyed,2,Canto XXX. Ráma's Lament.,BOOK IV.,-0.3818,300
indra,lakshman,2,Canto XXX. Ráma's Lament.,BOOK IV.,-0.3818,300
thousand-eyed,lakshman,1,Canto XXX. Ráma's Lament.,BOOK IV.,-0.3818,300
rama,lakshman,6,Canto XXXI. The Envoy.,BOOK IV.,-0.4939,301
mandar,lakshman,1,Canto XXXI. The Envoy.,BOOK IV.,-0.128,301
prabhava,raghu,1,Canto XXXI. The Envoy.,BOOK IV.,0.7579,301
rama,hanuman,3,Canto XXXII. Hanumán's Counsel.,BOOK IV.,0.5423,302
bali,indra,1,Canto XXXII. Hanumán's Counsel.,BOOK IV.,0.193,302
bali,rama,1,Canto XXXII. Hanumán's Counsel.,BOOK IV.,0.193,302
indra,rama,1,Canto XXXII. Hanumán's Counsel.,BOOK IV.,0.8796,302
lakshman,sugriva,6,Canto XXXIII. Lakshman's Entry.,BOOK IV.,0.0,303
kailasa,mahendra,1,Canto XXXIII. Lakshman's Entry.,BOOK IV.,0.4404,303
rama,sugriva,3,Canto XXXIII. Lakshman's Entry.,BOOK IV.,0.7506,303
tara,lakshman,2,Canto XXXIII. Lakshman's Entry.,BOOK IV.,0.3612,303
ruma,sugriva,1,Canto XXXIV. Lakshman's Speech.,BOOK IV.,0.5423,304
bali,yama,1,Canto XXXIV. Lakshman's Speech.,BOOK IV.,-0.6597,304
sugriva,rama,5,Canto XXXV. Tárá's Speech.,BOOK IV.,0.5106,305
ruma,visvamitra,2,Canto XXXV. Tárá's Speech.,BOOK IV.,0.5082,305
lanka,sugriva,1,Canto XXXV. Tárá's Speech.,BOOK IV.,-0.5423,305
lakshman,tara,2,Canto XXXVI. Sugríva's Speech.,BOOK IV.,0.8519,306
