Source,Target,Weight,Book,vader
diti,kasyap,6,3,0.4095
aditi,kasyap,3,3,0.8996
vasuki,mandar,1,3,0.6369
sankar,rudra,1,3,0.5848
sankar,vishnu,1,3,0.5848
rudra,vishnu,1,3,0.784
asurs,mandar,2,3,0.3818
sura,varun,1,3,0.7783
sura,diti,1,3,0.7783
varun,diti,1,3,0.7783
suras,asurs,1,3,0.836
suras,titan,1,3,0.836
suras,uchchaihsravas,1,3,0.836
uchchaihsravas,kaustubha,1,3,0.6597
uchchaihsravas,soma,1,3,0.6597
kaustubha,soma,1,3,0.2732
diti,maricha,2,3,-0.5707
kasyap,maricha,3,3,-0.5562
indra,thousand-eyed,8,3,0.378375
indra,diti,5,3,0.1901
thousand-eyed,diti,2,3,0.1901
maruts,brahma,2,3,-0.0258
maruts,indra,2,3,-0.0258
brahma,vayu,1,3,-0.296
vayu,town-destroyer,1,3,-0.5574
vayu,thousand-eyed,1,3,-0.5574
vayu,bali,1,3,-0.5574
town-destroyer,thousand-eyed,1,3,0.1027
town-destroyer,bali,1,3,0.1027
bali,maruts,1,3,0.1027
mahendra,alambusha,1,3,0.875
mahendra,ikshvaku,1,3,0.875
alambusha,ikshvaku,1,3,0.5719
alambusha,visala,2,3,0.5719
ikshvaku,visala,4,3,0.5719
visala,hemachandra,3,3,0.5719
hemachandra,suchandra,1,3,0.8625
hemachandra,dhumrasva,1,3,0.8625
suchandra,dhumrasva,1,3,0.8126
suchandra,sahadeva,1,3,0.8126
suchandra,kusasva,1,3,0.8126
dhumrasva,sahadeva,1,3,0.8126
dhumrasva,kusasva,1,3,0.8126
dhumrasva,somadatta,1,3,0.8126
sahadeva,kusasva,1,3,0.4404
sahadeva,somadatta,1,3,0.4404
sahadeva,sumati,1,3,0.4404
kusasva,somadatta,1,3,0.4404
kusasva,sumati,1,3,0.4404
kusasva,ikshvaku,1,3,0.4404
somadatta,sumati,1,3,0.7003
somadatta,ikshvaku,1,3,0.7003
somadatta,visala,1,3,0.7003
sumati,ikshvaku,2,3,0.7003
sumati,visala,2,3,0.7003
mithila,sumati,1,3,0.7184
mithila,visvamitra,1,3,0.7184
mithila,janak,3,3,0.7073
gautam,ahalya,3,3,0.9324
indra,ahalya,3,3,0.9402
gautam,rama,4,3,0.9042
gautam,raghu,6,3,0.8330666666666667
ahalya,rama,1,3,-0.0
ahalya,raghu,1,3,-0.0
janak,visvamitra,3,3,0.6369
janak,satananda,9,3,0.8257
visvamitra,satananda,6,3,0.3654833333333333
visala,ahalya,1,3,0.6705
visvamitra,gautam,3,3,0.6249
gautam,satananda,1,3,0.6249
rama,satananda,6,3,0.9062
renuka,bhrigu,1,3,0.6705
renuka,rama,1,3,0.6705
renuka,satananda,1,3,0.6705
bhrigu,rama,1,3,0.6705
bhrigu,satananda,1,3,0.6705
kusa,gadhi,1,3,0.296
gadhi,visvamitra,2,3,0.5994
balakhilyas,vasishtha,1,3,0.7269
vasishtha,visvamitra,9,3,-0.07751111111111114
pahlavas,visvamitra,2,3,-0.7269
kambojas,barbars,2,3,-0.0928
visvamitra,kambojas,3,3,0.5106
vasishtha,kambojas,5,3,0.5106
barbars,sakas,1,3,0.0
sakas,mlechchhas,1,3,0.0
sakas,kiratas,1,3,0.0
sakas,haritas,1,3,0.0
mlechchhas,kiratas,1,3,0.0
mlechchhas,haritas,1,3,0.0
mlechchhas,visvamitra,1,3,0.0
kiratas,haritas,1,3,0.0
kiratas,visvamitra,1,3,0.0
haritas,visvamitra,1,3,0.0
himalaya,nagas,1,3,0.4215
himalaya,mahadeva,1,3,0.4215
nagas,mahadeva,1,3,0.4215
nagas,siva,1,3,0.4215
mahadeva,siva,2,3,0.4215
varun,rudra,2,3,-0.5574
varun,indra,2,3,-0.5574
rudra,indra,1,3,-0.5574
brahma,varun,3,3,0.0
brahma,pinaka,3,3,0.0
vishnu,wind-god,1,3,-0.5267
havishyand,madhushyand,1,3,0.5994
havishyand,maharath,1,3,0.5994
havishyand,dridhanetra,1,3,0.5994
madhushyand,maharath,1,3,0.5994
madhushyand,dridhanetra,1,3,0.5994
madhushyand,brahma,1,3,0.5994
maharath,dridhanetra,1,3,0.6124
maharath,brahma,1,3,0.6124
dridhanetra,brahma,1,3,0.9136
brahma,kusik,1,3,0.8555
ikshvaku,trisanku,2,3,0.886
trisanku,raghu,3,3,0.9231000000000001
raghu,vasishtha,1,3,0.9485
vasishtha,trisanku,5,3,0.8402
vasishtha,chandala,1,3,-0.9406
chandala,trisanku,2,3,0.2942
visvamitra,trisanku,8,3,0.62545
ayodhya,chandala,1,3,-0.8934
kusik,ikshvaku,3,3,0.8488333333333333
mahodaya,vasishtha,2,3,-0.8779
visvamitra,ikshvaku,6,3,0.8765999999999999
trisanku,ikshvaku,5,3,0.8051
titan,visvamitra,1,3,-0.6597
ayodhya,ambarisha,1,3,0.0
ayodhya,indra,1,3,0.0
ambarisha,indra,4,3,-0.131675
bhrigu,richika,1,3,0.0
sunahsepha,visvamitra,2,3,0.128
vishnu,agni,2,3,0.7184
fire-god,indra,1,3,0.9153
fire-god,upendra,1,3,0.9153
fire-god,thousand-eyed,1,3,0.9153
fire-god,vishnu,1,3,0.9153
indra,upendra,2,3,0.9432
upendra,thousand-eyed,1,3,0.9432
upendra,vishnu,1,3,0.9432
upendra,sunahsepha,1,3,0.9432
thousand-eyed,vishnu,1,3,0.9153
thousand-eyed,sunahsepha,1,3,0.9153
visvamitra,menaka,2,3,0.7579
menaka,kusik,1,3,0.9371
vishnu,sakra,1,3,-0.7351
kusik,thousand-eyed,3,3,0.743
indra,rambha,2,3,0.34
vedas,vasishtha,1,3,0.743
vasishtha,brahma,3,3,0.9022
satananda,kusik,1,3,0.8513
satananda,janak,1,3,0.8513
kusik,janak,2,3,0.6165499999999999
devarat,nimi,1,3,0.6486
nimi,rudra,1,3,0.5106
nimi,daksha,1,3,0.5106
rudra,daksha,6,3,-0.4819333333333333
mithila,siva,2,3,0.6486
rama,sita,2,3,0.6184499999999999
sita,ayodhya,1,3,0.5574
satananda,vamadeva,1,3,0.7506
satananda,vasishtha,1,3,0.7506
vamadeva,vasishtha,1,3,0.5106
vamadeva,kausalya,1,3,0.5106
vamadeva,visvamitra,1,3,0.5106
vasishtha,kausalya,1,3,0.8316
kausalya,visvamitra,1,3,0.8519
kausalya,janak,1,3,0.8519
vasishtha,markandeya,2,3,0.743
vasishtha,katyayana,2,3,0.743
vasishtha,sumantra,2,3,0.743
vamadeva,markandeya,1,3,0.743
vamadeva,katyayana,1,3,0.743
vamadeva,sumantra,1,3,0.743
markandeya,javali,1,3,0.743
markandeya,kasyap,1,3,0.743
markandeya,katyayana,1,3,0.743
markandeya,sumantra,1,3,0.743
javali,katyayana,1,3,0.743
javali,sumantra,1,3,0.743
kasyap,katyayana,1,3,0.743
kasyap,sumantra,1,3,0.743
katyayana,sumantra,1,3,0.6324
videha,janak,2,3,0.7184
indra,raghu,1,3,0.9544
lakshman,visvamitra,1,3,0.8591
satananda,kusadhwaj,2,3,0.9584
kusadhwaj,sankasya,1,3,0.9729
kusadhwaj,pushpak,1,3,0.9729
sankasya,pushpak,2,3,0.9081
sankasya,ikshumati,2,3,0.9081
pushpak,ikshumati,1,3,0.0
indra,sankasya,1,3,0.3818
vishnu,sankasya,1,3,0.6808
mithila,satananda,2,3,0.6369
sudaman,ikshvaku,6,3,0.3456666666666666
sudaman,ayodhya,5,3,0.39426
ikshvaku,ayodhya,4,3,0.1027
raghu,ayodhya,2,3,0.91
raghu,mithila,2,3,0.91
videha,ikshvaku,2,3,0.7096
videha,vasishtha,2,3,0.7096
brahma,marichi,2,3,0.4419
brahma,kasyap,1,3,0.4419
brahma,vivasvat,1,3,0.4419
marichi,kasyap,3,3,0.44040000000000007
marichi,vivasvat,2,3,0.4404
marichi,manu,4,3,0.4404
kasyap,vivasvat,1,3,0.4404
kasyap,manu,2,3,0.4404
kasyap,ikshvaku,1,3,0.4404
vivasvat,manu,2,3,0.8481
vivasvat,ikshvaku,1,3,0.8481
vivasvat,ayodhya,1,3,0.8481
manu,ikshvaku,2,3,0.891
manu,ayodhya,2,3,0.891
kukshi,vikukshi,2,3,0.872
kukshi,vana,2,3,0.872
vikukshi,vana,1,3,0.8316
vikukshi,anaranya,1,3,0.8316
vikukshi,prithu,1,3,0.8316
vikukshi,trisanku,1,3,0.8316
vana,anaranya,1,3,0.8316
vana,prithu,1,3,0.8316
vana,trisanku,1,3,0.8316
anaranya,prithu,1,3,0.8316
anaranya,trisanku,1,3,0.8316
prithu,trisanku,1,3,0.7964
trisanku,yuvanasva,1,3,-0.4939
yuvanasva,mandhata,1,3,-0.6369
yuvanasva,susandhi,1,3,-0.6369
mandhata,susandhi,1,3,0.8402
mandhata,dhruvasandhi,1,3,0.8402
susandhi,dhruvasandhi,2,3,0.9628
susandhi,bharat,1,3,0.9628
dhruvasandhi,bharat,3,3,0.8625000000000002
dhruvasandhi,asit,4,3,0.8625
bharat,asit,2,3,0.8625
asit,haihayas,2,3,0.2732
asit,talajanghas,2,3,0.2732
haihayas,talajanghas,1,3,-0.431
chyavan,bhrigu,1,3,0.2732
chyavan,himalaya,1,3,0.2732
bhrigu,himalaya,1,3,0.2732
sagar,asamanj,2,3,0.7717
sagar,dilipa,2,3,0.7717
sagar,bhagirath,2,3,0.7717
asamanj,ansuman,2,3,0.7906
asamanj,dilipa,1,3,0.7906
asamanj,bhagirath,1,3,0.7906
ansuman,bhagirath,2,3,0.2263
ansuman,raghu,2,3,0.2263
dilipa,bhagirath,1,3,0.128
dilipa,raghu,1,3,0.128
dilipa,purushadak,1,3,0.128
bhagirath,raghu,1,3,0.6249
bhagirath,purushadak,1,3,0.6249
purushadak,kalmashapada,1,3,0.6369
purushadak,sankan,1,3,0.6369
purushadak,sudarsan,1,3,0.6369
kalmashapada,sankan,1,3,0.6369
kalmashapada,sudarsan,1,3,0.6369
sankan,sudarsan,2,3,0.8442
sankan,agnivarna,1,3,0.8442
sankan,sighraga,1,3,0.8442
sudarsan,agnivarna,2,3,0.8316
sudarsan,sighraga,2,3,0.8316
sudarsan,maru,2,3,0.8316
agnivarna,sighraga,1,3,0.3818
agnivarna,maru,2,3,0.3818
agnivarna,ambarisha,1,3,0.3818
sighraga,maru,2,3,-0.0772
sighraga,ambarisha,2,3,-0.0772
sighraga,nahush,1,3,-0.0772
maru,ambarisha,4,3,0.3182
maru,nahush,4,3,0.3182
ambarisha,nahush,6,3,0.7184
ambarisha,nabhag,4,3,0.7184
nahush,nabhag,4,3,0.7184
nabhag,dasaratha,2,3,0.8979
nabhag,rama,2,3,0.8979
nabhag,lakshman,2,3,0.8979
dasaratha,rama,3,3,0.45879999999999993
dasaratha,lakshman,1,3,0.4588
rama,ikshvaku,2,3,0.5574
lakshman,ikshvaku,2,3,0.5574
nimi,mithi,1,3,0.9371
nimi,janak,1,3,0.9371
mithi,janak,1,3,0.802
mithi,udavasu,1,3,0.802
mithi,nandivardhan,1,3,0.802
udavasu,nandivardhan,1,3,0.9766
udavasu,suketu,1,3,0.9766
nandivardhan,suketu,1,3,0.9741
nandivardhan,devarat,2,3,0.9741
suketu,devarat,2,3,0.9451
mahabir,sudhriti,1,3,0.7845
haryasva,maru,2,3,0.8834
haryasva,pratindhak,2,3,0.8834
haryasva,kirtiratha,2,3,0.8834
maru,pratindhak,1,3,0.8834
maru,kirtiratha,1,3,0.8834
maru,devamidha,1,3,0.8834
maru,vibudh,1,3,0.8834
maru,mahandhrak,1,3,0.8834
pratindhak,kirtiratha,1,3,0.8834
pratindhak,devamidha,1,3,0.8834
pratindhak,vibudh,1,3,0.8834
pratindhak,mahandhrak,2,3,0.8834
kirtiratha,devamidha,1,3,0.6597
kirtiratha,vibudh,1,3,0.6597
kirtiratha,mahandhrak,2,3,0.6597
devamidha,vibudh,1,3,0.5994
devamidha,mahandhrak,2,3,0.5994
devamidha,kirtirat,1,3,0.5994
vibudh,mahandhrak,2,3,0.5994
vibudh,kirtirat,1,3,0.5994
vibudh,maharoma,1,3,0.5994
mahandhrak,kirtirat,2,3,0.5994
mahandhrak,maharoma,2,3,0.5994
kirtirat,maharoma,1,3,0.9287
kirtirat,swarnaroma,1,3,0.9287
kirtirat,hrasvaroma,1,3,0.9287
maharoma,swarnaroma,1,3,0.8689
maharoma,hrasvaroma,1,3,0.8689
swarnaroma,hrasvaroma,1,3,0.8689
hrasvaroma,kusadhwaj,1,3,0.9217
sankasya,sudhanva,2,3,-0.2023
sankasya,siva,2,3,-0.2023
sankasya,sita,2,3,-0.2023
sudhanva,siva,2,3,-0.34
sudhanva,sita,2,3,-0.34
siva,sita,1,3,-0.3291
rama,urmila,1,3,0.4404
urmila,lakshman,1,3,0.3612
magha,phalguni,1,3,0.6597
janak,vasishtha,9,3,0.05555555555555555
janak,kusik,2,3,0.25
vasishtha,kusik,2,3,0.7269
vasishtha,ikshvaku,2,3,0.7269
vasishtha,videha,2,3,0.7269
kusik,videha,1,3,0.7269
ikshvaku,videha,2,3,0.9062
bharat,dasaratha,2,3,0.8957
satrughna,dasaratha,2,3,0.8957
ayodhya,videha,1,3,0.2235
kekaya,yudhajit,3,3,0.0
kekaya,bharat,4,3,0.1909
yudhajit,bharat,1,3,0.0
dasaratha,vasishtha,1,3,0.6249
janak,videha,7,3,0.0
janak,ayodhya,7,3,0.0
videha,ayodhya,1,3,0.34
kausalya,sita,1,3,0.9287
lakshman,urmila,1,3,0.5267
urmila,bharat,1,3,0.5267
srutakirti,raghu,1,3,0.7783
visvamitra,ayodhya,1,3,0.0
ayodhya,janak,2,3,0.5859
mithila,ayodhya,1,3,0.8225
jamadagni,bhrigu,1,3,0.6705
bhrigu,kailasa,3,3,0.5267
siva,tripura,1,3,-0.8807
siva,vasishtha,1,3,-0.8807
tripura,vasishtha,1,3,-0.7906
jamadagni,rama,2,3,0.0
bhrigu,thousand-eyed,1,3,0.4005
thousand-eyed,kasyap,1,3,-0.1027
kasyap,mahendra,2,3,-0.4019
mahendra,rama,2,3,-0.6249
tripura,vishnu,1,3,0.5267
siva,vishnu,8,3,0.038700000000000005
devarat,videha,1,3,0.4939
richika,vishnu,1,3,-0.8248
richika,jamadagni,1,3,-0.8248
richika,arjun,1,3,-0.8248
raghu,mahendra,1,3,-0.0516
rama,varun,7,3,0.4215
varun,bhrigu,1,3,-0.1779
bhrigu,ayodhya,2,3,0.0
dasaratha,bhrigu,2,3,0.4588
himalaya,kausalya,1,3,0.8271
himalaya,sumitra,1,3,0.8271
himalaya,kaikeyi,1,3,0.8271
kausalya,kaikeyi,2,3,0.8271
sita,urmila,1,3,0.9442
sita,kusadhwaj,1,3,0.9442
urmila,kusadhwaj,1,3,0.9442
bharat,kaikeyi,2,3,-0.3818
bharat,yudhajit,4,3,-0.07774999999999997
bharat,kekaya,3,3,-0.17909999999999995
yudhajit,kekaya,2,3,0.2263
kekaya,satrughna,1,3,0.2263
satrughna,rama,1,3,0.8658
satrughna,yudhajit,1,3,0.8658
vishnu,lakshmi,1,3,0.5574
bharat,satrughna,37,3,0.29002162162162165
satrughna,asvapati,2,3,0.9337
varun,indra,1,3,0.9652
kekaya,janak,1,3,0.7964
rama,indra,12,3,0.467625
kasyap,marichi,1,3,0.34
kasyap,rama,1,3,0.34
marichi,rama,1,3,0.6808
rama,vasishtha,9,3,0.7506000000000002
rama,vamadeva,9,3,0.7506000000000002
vasishtha,vamadeva,4,3,0.7207
vasishtha,chaitra,2,3,0.8555
vamadeva,chaitra,1,3,0.8555
chaitra,rama,1,3,0.5574
sumantra,rama,31,3,0.37613225806451617
aryan,indra,1,3,0.6369
indra,vasav,1,3,0.886
vasav,rama,1,3,0.6369
kailasa,sumantra,1,3,0.1027
raghu,meru,1,3,0.7003
pushya,rama,5,3,0.31995999999999997
rama,sumantra,39,3,-0.13211282051282053
rahu,mars,1,3,-0.8658
punarvasu,pushya,1,3,0.7096
sumitra,lakshman,4,3,0.712
sumitra,sita,6,3,0.3542666666666667
lakshman,sita,38,3,0.6919184210526316
vasishtha,rama,15,3,0.24453333333333335
sita,nahush,1,3,0.3182
nahush,yayati,1,3,0.872
nahush,vasishtha,1,3,0.872
nahush,rama,2,3,0.436
yayati,vasishtha,1,3,0.7783
yayati,rama,1,3,0.7783
yayati,videhan,1,3,0.7783
videhan,rama,1,3,0.9393
dasaratha,indra,2,3,0.90175
rama,narayan,7,3,0.0
videhan,vishnu,1,3,0.6908
videhan,narayan,1,3,0.6908
vishnu,narayan,1,3,0.6908
ayodhya,rama,19,3,0.019142105263157877
ikshvaku,rama,3,3,0.41536666666666666
dasaratha,rama,9,3,0.566188888888889
kaikeyi,manthara,5,3,0.6124
kaikeyi,ayodhya,5,3,0.6124
manthara,ayodhya,2,3,0.7506
kailasa,kaikeyi,1,3,-0.836
kausalya,rama,21,3,0.09486666666666667
rama,bharat,64,3,0.0033874999999999877
rama,lakshman,143,3,0.35305664335664333
bharat,lakshman,25,3,0.194632
lakshman,satrughna,5,3,0.7263200000000001
satrughna,rama,7,3,0.5041285714285714
satrughna,bharat,14,3,-0.45871428571428563
pushya,kausalya,1,3,0.4939
sita,bharat,6,3,0.47163333333333335
sita,kaikeyi,1,3,0.6124
kaikeyi,rama,18,3,0.4199055555555556
dandak,vaijayanta,1,3,0.0
dandak,sambara,1,3,0.0
vaijayanta,sambara,1,3,0.0
yama,bharat,1,3,-0.5106
yama,kausalya,1,3,-0.5106
dragon,dasaratha,1,3,0.8854
dragon,kaikeyi,1,3,0.8854
dasaratha,kaikeyi,3,3,0.3286666666666667
sindhu,surashtra,1,3,0.4939
sindhu,suvira,1,3,0.4939
sindhu,angas,1,3,0.4939
sindhu,vangas,1,3,0.4939
surashtra,suvira,1,3,0.4939
surashtra,angas,1,3,0.4939
surashtra,vangas,1,3,0.4939
suvira,angas,1,3,0.4939
suvira,vangas,1,3,0.4939
suvira,magadh,1,3,0.4939
angas,vangas,1,3,0.5574
angas,magadh,1,3,0.5574
angas,kosal,1,3,0.5574
angas,kasi,1,3,0.5574
vangas,magadh,1,3,0.7506
vangas,kosal,1,3,0.7506
vangas,kasi,1,3,0.7506
magadh,kosal,1,3,0.7506
magadh,kasi,1,3,0.7506
kosal,kasi,1,3,0.7506
kosal,kaikeyi,1,3,0.7506
kasi,kaikeyi,1,3,0.4939
dandak,rama,11,3,0.4902181818181818
bharat,rama,38,3,0.4059447368421052
saivya,alarka,1,3,0.875
sumitra,rama,6,3,0.4593833333333334
sumitra,videhan,1,3,0.2914
himalaya,rama,1,3,-0.25
indra,rama,2,3,0.3255
lakshman,bharat,12,3,0.08979166666666666
ikshvaku,ayodhya,3,3,0.5601
kaikeyi,bali,3,3,-0.8957
kaikeyi,indra,3,3,-0.8957
bali,indra,1,3,-0.9287
matali,indra,1,3,0.5267
matali,titan,1,3,0.5267
titan,vedas,1,3,0.7906
titan,brahma,1,3,0.7906
vedas,brahma,1,3,0.7717
meru,siva,1,3,0.7579
meru,agni,1,3,0.7579
meru,kuvera,1,3,0.7579
meru,indra,1,3,0.7579
siva,agni,1,3,0.7579
siva,kuvera,1,3,0.7579
siva,indra,1,3,0.7579
agni,kuvera,1,3,0.7579
agni,indra,1,3,0.7579
kuvera,indra,1,3,0.9371
jumna,ganga,1,3,0.0
kuvera,siva,2,3,0.6892
raghu,rama,16,3,-0.22419374999999997
kailasa,indra,2,3,0.9403
airavat,sumantra,1,3,0.34
airavat,rama,1,3,0.34
sita,chitra,3,3,0.9413
chitra,sumantra,1,3,0.8834
kaikeyi,sita,4,3,0.75505
yama,varun,1,3,0.4939
yama,kuvera,1,3,0.4939
yama,rama,1,3,0.4939
varun,kuvera,1,3,0.6486
varun,rama,1,3,0.6486
thousand-eyed,parjanya,1,3,0.907
dandak,kaikeyi,2,3,0.20934999999999998
rama,kaikeyi,20,3,0.8575149999999999
sita,lakshman,27,3,0.4081666666666667
sita,dandak,1,3,0.0
bharat,dandak,1,3,0.4939
kausalya,lakshman,6,3,-0.7564500000000001
lakshman,rama,49,3,0.6622632653061223
ayodhya,bharat,6,3,0.2936833333333333
bharat,kaikeyi,23,3,-0.24743913043478263
sagar,jamadagni,1,3,0.4215
jamadagni,renuka,1,3,0.4215
videhan,lakshman,1,3,0.0
videhan,sumitra,1,3,0.0
kaikeyi,bharat,16,3,0.5190874999999999
raghu,lakshman,4,3,0.7253499999999999
viraj,indra,1,3,0.4019
indra,pusha,3,3,0.7096
indra,bhaga,3,3,0.7096
pusha,bhaga,1,3,0.3818
pusha,vrihaspati,1,3,0.3818
pusha,war-god,1,3,0.3818
bhaga,vrihaspati,1,3,0.3818
bhaga,war-god,1,3,0.3818
vrihaspati,war-god,1,3,0.5106
vrihaspati,narad,1,3,0.5106
war-god,narad,1,3,0.5106
sukra,yama,1,3,0.872
sukra,dandak,1,3,0.872
yama,dandak,1,3,0.872
vritra,indra,1,3,-0.4003
vritra,vinata,1,3,-0.4003
vritra,suparna,1,3,-0.4003
vinata,suparna,1,3,0.8221
daitya,aditi,1,3,-0.4753
rama,kausalya,12,3,-0.04586666666666676
vrihaspati,pushya,1,3,0.1901
janak,kaikeyi,1,3,0.7351
dandak,bharat,6,3,0.2726166666666667
raghu,dandak,1,3,0.0
videha,rama,4,3,-0.09007500000000002
savitri,satyavan,1,3,0.4939
savitri,dyumatsena,1,3,0.4939
satyavan,dyumatsena,1,3,0.0258
raghu,sita,6,3,-0.05466666666666666
kausalya,sumitra,29,3,-0.3807551724137931
kausalya,indra,3,3,0.7003
sumitra,indra,1,3,0.4767
indra,asvapati,1,3,0.875
asvapati,bharat,2,3,0.66875
asvapati,kaikeyi,1,3,0.5945
kaikeyi,lakshman,1,3,-0.1027
varun,janak,1,3,0.8462
vasishtha,suyajna,1,3,0.6808
suyajna,rama,2,3,0.2023
rama,sumitra,16,3,0.3901
sumitra,lakshmi,2,3,0.8934
sumitra,raghu,2,3,0.8934
lakshmi,raghu,1,3,0.296
raghu,agni,5,3,0.21625999999999998
lakshman,brahma,5,3,0.8979000000000001
brahma,agastya,1,3,0.6369
brahma,kusik,1,3,0.6369
agastya,kusik,1,3,0.8779
agastya,raghu,1,3,0.8779
kusik,raghu,1,3,0.8779
kausalya,taittiriya,2,3,0.9136
taittiriya,chitraratha,1,3,0.7184
trijat,garga,3,3,0.2732
angiras,rama,2,3,-0.3147
kausalya,sumantra,3,3,-0.4730666666666667
dandak,lakshman,6,3,0.36660000000000004
dandak,sita,3,3,0.4717
brahma,lakshman,2,3,0.6492
brahma,sita,2,3,0.6492
mahendra,dasaratha,1,3,0.6369
ikshvaku,kaikeyi,2,3,0.01639999999999997
ikshvaku,bharat,2,3,0.059250000000000025
ikshvaku,sumantra,1,3,-0.7184
sumantra,raghu,1,3,0.7964
ayodhya,kaikeyi,1,3,-0.5423
siddharth,kaikeyi,1,3,0.0
siddharth,asamanj,1,3,0.0
sagar,rama,1,3,-0.6917
vasishtha,kaikeyi,5,3,0.56702
ikshvaku,sita,2,3,0.56955
rama,sita,64,3,0.5928375000000001
dasaratha,sita,7,3,0.8055857142857142
dasaratha,sumitra,3,3,0.7003
matali,sumantra,1,3,-0.3818
matali,rama,1,3,-0.3818
raghu,ayodhya,1,3,-0.8402
videha,meru,1,3,0.8689
videha,lakshman,1,3,0.8689
meru,lakshman,1,3,0.2732
trisanku,jupiter,1,3,-0.5574
trisanku,mercury,1,3,-0.5574
trisanku,mars,1,3,-0.5574
jupiter,mercury,1,3,-0.5574
jupiter,mars,1,3,-0.5574
mercury,mars,1,3,-0.4215
visakhas,ayodhya,1,3,-0.6908
visakhas,rama,1,3,-0.6908
indra,ayodhya,1,3,-0.802
rama,ikshvaku,8,3,0.33780000000000004
kausalya,bharat,10,3,0.54606
dasaratha,kausalya,1,3,0.7003
nagas,lakshman,1,3,0.4404
lakshman,kaikeyi,3,3,0.44040000000000007
sita,ayodhya,1,3,0.7964
sita,rama,26,3,0.10789999999999997
suvahu,rama,1,3,0.714
ayodhya,sita,5,3,-0.35518
ayodhya,lakshmi,1,3,-0.9331
lakshmi,lakshman,1,3,-0.4854
bharat,ayodhya,5,3,0.45969999999999994
tamasa,sumantra,1,3,0.8442
rama,raghu,14,3,0.23519285714285715
kosala,vedasruti,1,3,0.0
kosala,agastya,1,3,0.0
vedasruti,agastya,1,3,0.0
syandika,videhan,1,3,-0.4019
videhan,manu,1,3,0.6369
videhan,ikshvaku,1,3,0.6369
manu,ikshvaku,3,3,0.8512333333333334
kosala,ayodhya,2,3,0.7579
daitya,sumantra,1,3,0.6369
daitya,lakshman,1,3,0.6369
daitya,rama,1,3,0.6369
daitya,sita,1,3,0.6369
sumantra,lakshman,7,3,0.37131428571428576
sumantra,sita,7,3,0.37465714285714286
lakshman,guha,2,3,0.9081
kausalya,satrughna,3,3,0.7638999999999999
sumantra,ayodhya,21,3,-0.2473809523809524
kaikeyi,raghu,4,3,-0.7096
ganga,lakshman,4,3,0.5322
ganga,sita,3,3,0.7096
kosala,bharat,1,3,-0.4215
kosala,rama,1,3,-0.4215
dasaratha,lakshman,3,3,0.6141
kausalya,ayodhya,6,3,-0.4703000000000001
sumitra,ayodhya,1,3,0.4588
sumitra,dandak,1,3,0.4588
ayodhya,dandak,5,3,0.006120000000000003
dandak,kausalya,1,3,-0.4215
yamuna,ganga,5,3,0.7281000000000001
lakshman,prayag,2,3,0.4019
rama,prayag,8,3,0.4019
dasaratha,janak,1,3,0.7845
dasaratha,videha,2,3,0.8058
janak,videha,2,3,0.77425
chitrakuta,gandhamadan,3,3,0.44040000000000007
sita,bharadvaja,2,3,0.25
rama,yamuna,8,3,0.20229999999999998
rama,ganga,8,3,0.20229999999999998
rama,kalindi,8,3,0.20229999999999998
yamuna,kalindi,1,3,0.5267
ganga,kalindi,6,3,0.4301
kalindi,raghu,4,3,0.3818
syama,sita,2,3,0.4939
videhan,sita,2,3,0.24240000000000003
ikshvaku,kalindi,1,3,0.2732
janak,rama,4,3,0.054474999999999996
sita,chitrakuta,6,3,-0.025733333333333334
chitrakuta,rama,3,3,-0.18543333333333334
chitrakuta,lakshman,2,3,-0.0772
chitrakuta,videhan,2,3,-0.0772
visvedevas,rudra,1,3,-0.6757
visvedevas,vishnu,1,3,-0.6757
rudra,vishnu,1,3,-0.6757
rama,guha,13,3,-0.11844615384615381
guha,sumantra,3,3,0.040800000000000024
ganga,ayodhya,1,3,-0.25
asvins,mandar,1,3,0.0516
asvins,sumantra,1,3,0.0516
asvins,rama,1,3,0.0516
asvins,lakshman,1,3,0.0516
asvins,sita,1,3,0.0516
mandar,sumantra,1,3,0.0
mandar,rama,2,3,0.0
mandar,lakshman,1,3,0.0
mandar,sita,1,3,0.0
ganga,prayag,1,3,0.0
prayag,lakshman,1,3,-0.296
guha,rama,2,3,0.80465
lakshman,dandak,2,3,0.0258
dandak,yama,1,3,-0.6124
kaikeyi,sumantra,1,3,0.5542
sita,videhan,10,3,0.6171999999999999
mahendra,lakshman,1,3,0.3939
soma,raghu,1,3,0.128
rama,dasaratha,3,3,0.44040000000000007
lakshman,dasaratha,1,3,0.7506
lakshman,indra,1,3,0.7506
dasaratha,sarju,2,3,-0.802
dhundhumar,nahush,1,3,0.8316
dhundhumar,dilipa,1,3,0.8316
dhundhumar,sagar,1,3,0.8316
dhundhumar,saivya,1,3,0.8316
nahush,dilipa,2,3,0.4158
nahush,sagar,1,3,0.8316
nahush,saivya,1,3,0.8316
dilipa,sagar,1,3,0.6705
dilipa,saivya,1,3,0.6705
sagar,saivya,1,3,0.6705
kausalya,kaikeyi,11,3,-0.6853363636363636
sumitra,kaikeyi,8,3,-0.7736124999999999
kaikeyi,dasaratha,1,3,-0.9459
raghu,kaikeyi,2,3,0.0
javali,gautam,1,3,0.7964
javali,katyayan,1,3,0.7964
javali,markandeya,1,3,0.7964
