Source,Target,Weight,Book,vader
sudaman,ayodhya,5,2,0.39426
ikshvaku,ayodhya,4,2,0.1027
raghu,ayodhya,2,2,0.91
raghu,mithila,2,2,0.91
videha,ikshvaku,2,2,0.7096
videha,vasishtha,2,2,0.7096
brahma,marichi,2,2,0.4419
brahma,kasyap,1,2,0.4419
brahma,vivasvat,1,2,0.4419
marichi,kasyap,3,2,0.44040000000000007
marichi,vivasvat,2,2,0.4404
marichi,manu,4,2,0.4404
kasyap,vivasvat,1,2,0.4404
kasyap,manu,2,2,0.4404
kasyap,ikshvaku,1,2,0.4404
vivasvat,manu,2,2,0.8481
vivasvat,ikshvaku,1,2,0.8481
vivasvat,ayodhya,1,2,0.8481
manu,ikshvaku,2,2,0.891
manu,ayodhya,2,2,0.891
kukshi,vikukshi,2,2,0.872
kukshi,vana,2,2,0.872
vikukshi,vana,1,2,0.8316
vikukshi,anaranya,1,2,0.8316
vikukshi,prithu,1,2,0.8316
vikukshi,trisanku,1,2,0.8316
vana,anaranya,1,2,0.8316
vana,prithu,1,2,0.8316
vana,trisanku,1,2,0.8316
anaranya,prithu,1,2,0.8316
anaranya,trisanku,1,2,0.8316
prithu,trisanku,1,2,0.7964
trisanku,yuvanasva,1,2,-0.4939
yuvanasva,mandhata,1,2,-0.6369
yuvanasva,susandhi,1,2,-0.6369
mandhata,susandhi,1,2,0.8402
mandhata,dhruvasandhi,1,2,0.8402
susandhi,dhruvasandhi,2,2,0.9628
susandhi,bharat,1,2,0.9628
dhruvasandhi,bharat,3,2,0.8625000000000002
dhruvasandhi,asit,4,2,0.8625
bharat,asit,2,2,0.8625
asit,haihayas,2,2,0.2732
asit,talajanghas,2,2,0.2732
haihayas,talajanghas,1,2,-0.431
chyavan,bhrigu,1,2,0.2732
chyavan,himalaya,1,2,0.2732
bhrigu,himalaya,1,2,0.2732
sagar,asamanj,2,2,0.7717
sagar,dilipa,2,2,0.7717
sagar,bhagirath,2,2,0.7717
asamanj,ansuman,2,2,0.7906
asamanj,dilipa,1,2,0.7906
asamanj,bhagirath,1,2,0.7906
ansuman,bhagirath,2,2,0.2263
ansuman,raghu,2,2,0.2263
dilipa,bhagirath,1,2,0.128
dilipa,raghu,1,2,0.128
dilipa,purushadak,1,2,0.128
bhagirath,raghu,1,2,0.6249
bhagirath,purushadak,1,2,0.6249
purushadak,kalmashapada,1,2,0.6369
purushadak,sankan,1,2,0.6369
purushadak,sudarsan,1,2,0.6369
kalmashapada,sankan,1,2,0.6369
kalmashapada,sudarsan,1,2,0.6369
sankan,sudarsan,2,2,0.8442
sankan,agnivarna,1,2,0.8442
sankan,sighraga,1,2,0.8442
sudarsan,agnivarna,2,2,0.8316
sudarsan,sighraga,2,2,0.8316
sudarsan,maru,2,2,0.8316
agnivarna,sighraga,1,2,0.3818
agnivarna,maru,2,2,0.3818
agnivarna,ambarisha,1,2,0.3818
sighraga,maru,2,2,-0.0772
sighraga,ambarisha,2,2,-0.0772
sighraga,nahush,1,2,-0.0772
maru,ambarisha,4,2,0.3182
maru,nahush,4,2,0.3182
ambarisha,nahush,6,2,0.7184
ambarisha,nabhag,4,2,0.7184
nahush,nabhag,4,2,0.7184
nabhag,dasaratha,2,2,0.8979
nabhag,rama,2,2,0.8979
nabhag,lakshman,2,2,0.8979
dasaratha,rama,3,2,0.45879999999999993
dasaratha,lakshman,1,2,0.4588
rama,ikshvaku,2,2,0.5574
lakshman,ikshvaku,2,2,0.5574
nimi,mithi,1,2,0.9371
nimi,janak,1,2,0.9371
mithi,janak,1,2,0.802
mithi,udavasu,1,2,0.802
mithi,nandivardhan,1,2,0.802
udavasu,nandivardhan,1,2,0.9766
udavasu,suketu,1,2,0.9766
nandivardhan,suketu,1,2,0.9741
nandivardhan,devarat,2,2,0.9741
suketu,devarat,2,2,0.9451
mahabir,sudhriti,1,2,0.7845
haryasva,maru,2,2,0.8834
haryasva,pratindhak,2,2,0.8834
haryasva,kirtiratha,2,2,0.8834
maru,pratindhak,1,2,0.8834
maru,kirtiratha,1,2,0.8834
maru,devamidha,1,2,0.8834
maru,vibudh,1,2,0.8834
maru,mahandhrak,1,2,0.8834
pratindhak,kirtiratha,1,2,0.8834
pratindhak,devamidha,1,2,0.8834
pratindhak,vibudh,1,2,0.8834
pratindhak,mahandhrak,2,2,0.8834
kirtiratha,devamidha,1,2,0.6597
kirtiratha,vibudh,1,2,0.6597
kirtiratha,mahandhrak,2,2,0.6597
devamidha,vibudh,1,2,0.5994
devamidha,mahandhrak,2,2,0.5994
devamidha,kirtirat,1,2,0.5994
vibudh,mahandhrak,2,2,0.5994
vibudh,kirtirat,1,2,0.5994
vibudh,maharoma,1,2,0.5994
mahandhrak,kirtirat,2,2,0.5994
mahandhrak,maharoma,2,2,0.5994
kirtirat,maharoma,1,2,0.9287
kirtirat,swarnaroma,1,2,0.9287
kirtirat,hrasvaroma,1,2,0.9287
maharoma,swarnaroma,1,2,0.8689
maharoma,hrasvaroma,1,2,0.8689
swarnaroma,hrasvaroma,1,2,0.8689
hrasvaroma,kusadhwaj,1,2,0.9217
sankasya,sudhanva,2,2,-0.2023
sankasya,siva,2,2,-0.2023
sankasya,sita,2,2,-0.2023
sudhanva,siva,2,2,-0.34
sudhanva,sita,2,2,-0.34
siva,sita,1,2,-0.3291
rama,urmila,1,2,0.4404
urmila,lakshman,1,2,0.3612
magha,phalguni,1,2,0.6597
janak,vasishtha,9,2,0.05555555555555555
janak,kusik,2,2,0.25
vasishtha,kusik,2,2,0.7269
vasishtha,ikshvaku,2,2,0.7269
vasishtha,videha,2,2,0.7269
kusik,videha,1,2,0.7269
ikshvaku,videha,2,2,0.9062
bharat,dasaratha,2,2,0.8957
satrughna,dasaratha,2,2,0.8957
ayodhya,videha,1,2,0.2235
kekaya,yudhajit,3,2,0.0
kekaya,bharat,4,2,0.1909
yudhajit,bharat,1,2,0.0
dasaratha,vasishtha,1,2,0.6249
janak,videha,7,2,0.0
janak,ayodhya,7,2,0.0
videha,ayodhya,1,2,0.34
kausalya,sita,1,2,0.9287
lakshman,urmila,1,2,0.5267
urmila,bharat,1,2,0.5267
srutakirti,raghu,1,2,0.7783
visvamitra,ayodhya,1,2,0.0
ayodhya,janak,2,2,0.5859
mithila,ayodhya,1,2,0.8225
jamadagni,bhrigu,1,2,0.6705
bhrigu,kailasa,3,2,0.5267
siva,tripura,1,2,-0.8807
siva,vasishtha,1,2,-0.8807
tripura,vasishtha,1,2,-0.7906
jamadagni,rama,2,2,0.0
bhrigu,thousand-eyed,1,2,0.4005
thousand-eyed,kasyap,1,2,-0.1027
kasyap,mahendra,2,2,-0.4019
mahendra,rama,2,2,-0.6249
tripura,vishnu,1,2,0.5267
siva,vishnu,8,2,0.038700000000000005
devarat,videha,1,2,0.4939
richika,vishnu,1,2,-0.8248
richika,jamadagni,1,2,-0.8248
richika,arjun,1,2,-0.8248
raghu,mahendra,1,2,-0.0516
rama,varun,7,2,0.4215
varun,bhrigu,1,2,-0.1779
bhrigu,ayodhya,2,2,0.0
dasaratha,bhrigu,2,2,0.4588
himalaya,kausalya,1,2,0.8271
himalaya,sumitra,1,2,0.8271
himalaya,kaikeyi,1,2,0.8271
kausalya,kaikeyi,2,2,0.8271
sita,urmila,1,2,0.9442
sita,kusadhwaj,1,2,0.9442
urmila,kusadhwaj,1,2,0.9442
bharat,kaikeyi,2,2,-0.3818
bharat,yudhajit,4,2,-0.07774999999999997
bharat,kekaya,3,2,-0.17909999999999995
yudhajit,kekaya,2,2,0.2263
kekaya,satrughna,1,2,0.2263
satrughna,rama,1,2,0.8658
satrughna,yudhajit,1,2,0.8658
vishnu,lakshmi,1,2,0.5574
narad,valmiki,2,3,0.9246
indra,vishnu,6,3,0.7605333333333334
ikshvaku,rama,1,3,0.7506
himalaya,vishnu,1,3,0.743
dasaratha,kaikeyi,1,3,-0.8201
sita,rama,15,3,0.5938400000000001
sita,janak,6,3,0.9716000000000001
janak,rohini,1,3,0.9168
rohini,rama,1,3,0.3919
sringavera,ganga,1,3,0.5106
sringavera,guha,1,3,0.5106
ganga,guha,1,3,0.0
bharadvaja,chitrakuta,3,3,0.4381333333333333
bharadvaja,rama,1,3,0.5106
bharadvaja,lakshman,1,3,0.5106
chitrakuta,rama,3,3,0.5106
chitrakuta,lakshman,3,3,0.5106
chitrakuta,sita,3,3,0.5106
meru,siva,1,3,0.8074
siva,rama,1,3,0.4215
siva,bharat,1,3,0.4215
ayodhya,nandigrama,2,3,0.9081
ayodhya,rama,4,3,0.45405
nandigrama,rama,3,3,0.6951333333333333
dandaka,viradha,1,3,0.8591
dandaka,agastya,1,3,0.8591
dandaka,indra,1,3,0.8591
viradha,agastya,1,3,0.8591
viradha,indra,1,3,0.8591
agastya,indra,1,3,0.8176
dushan,rama,1,3,-0.899
dushan,ravan,1,3,-0.899
maricha,ravan,3,3,-0.5267
raghu,jatayu,1,3,0.0
pampa,hanuman,8,3,-0.4214375
pampa,wind-god,1,3,0.9153
hanuman,wind-god,2,3,0.2263
hanuman,sugriva,2,3,0.2263
wind-god,sugriva,1,3,0.2263
bali,rama,5,3,-0.8481
bali,sugriva,8,3,-0.37934999999999997
kishkindha,bali,1,3,-0.7506
kishkindha,sugriva,1,3,-0.7506
sampati,hanuman,2,3,0.23700000000000002
sampati,lanka,1,3,-0.2263
lanka,ravan,2,3,-0.3818
lanka,asoka,2,3,-0.3818
lanka,sita,2,3,-0.3818
lanka,rama,2,3,-0.3818
asoka,sita,2,3,-0.16524999999999998
asoka,rama,2,3,-0.16524999999999998
brahma,rama,2,3,-0.6249
nala,lanka,2,3,0.24695
nala,rama,1,3,0.4939
nala,ravan,2,3,0.24695
nala,vibhishan,2,3,0.24695
vibhishan,sita,1,3,-0.631
vibhishan,rama,1,3,-0.631
tamasa,ganga,1,3,0.0
tamasa,bharadvaja,1,3,0.0
ganga,bharadvaja,2,3,0.48339999999999994
brahma,valmiki,1,3,0.2732
rama,narad,2,3,0.9042
lakshman,janak,1,3,-0.3182
rama,dasaratha,20,3,0.08020000000000001
valmiki,raghu,2,3,0.8225
valmiki,narad,2,3,0.8225
valmiki,rama,2,3,0.8225
raghu,narad,3,3,0.91
raghu,rama,6,3,0.79705
narad,rama,1,3,0.9493
visvamitra,janak,1,3,0.5719
janak,rama,1,3,0.5719
guha,ganga,1,3,0.6486
guha,bharadvaja,1,3,0.6486
ganga,chitrakuta,1,3,0.6486
bharadvaja,bharat,2,3,0.4019
chitrakuta,bharat,1,3,0.5106
bharat,rama,3,3,0.7578999999999999
nandigrama,dandak,1,3,0.4404
nandigrama,anasuya,1,3,0.4404
nandigrama,sarabhanga,1,3,0.4404
dandak,anasuya,1,3,0.4404
dandak,sarabhanga,1,3,0.4404
dandak,indra,1,3,0.4404
anasuya,sarabhanga,1,3,0.765
anasuya,indra,1,3,0.765
anasuya,agastya,1,3,0.765
sarabhanga,indra,1,3,0.765
sarabhanga,agastya,1,3,0.765
sarabhanga,rama,1,3,0.765
sarabhanga,viradha,1,3,0.765
indra,agastya,1,3,0.765
indra,rama,4,3,0.06240000000000001
indra,viradha,1,3,0.765
indra,panchavata,1,3,0.765
agastya,rama,1,3,0.6486
agastya,viradha,1,3,0.6486
agastya,panchavata,1,3,0.6486
agastya,surpanakha,1,3,0.6486
viradha,panchavata,1,3,-0.3182
viradha,surpanakha,1,3,-0.3182
viradha,trisira,1,3,-0.3182
viradha,khara,1,3,-0.3182
viradha,ravan,1,3,-0.3182
panchavata,surpanakha,1,3,-0.7916
panchavata,trisira,1,3,-0.7916
panchavata,khara,1,3,-0.7916
panchavata,ravan,1,3,-0.7916
panchavata,maricha,1,3,-0.7916
surpanakha,trisira,1,3,-0.8393
surpanakha,khara,1,3,-0.8393
surpanakha,ravan,1,3,-0.8393
surpanakha,maricha,1,3,-0.8393
surpanakha,videhan,1,3,-0.8393
trisira,khara,1,3,-0.9369
trisira,ravan,1,3,-0.9369
trisira,maricha,1,3,-0.9369
trisira,videhan,1,3,-0.9369
trisira,rama,1,3,-0.9369
khara,ravan,1,3,-0.953
khara,maricha,1,3,-0.953
khara,videhan,1,3,-0.953
khara,rama,1,3,-0.953
ravan,maricha,3,3,-0.953
ravan,videhan,3,3,-0.953
ravan,rama,3,3,-0.953
ravan,vulture-king,3,3,-0.953
maricha,videhan,1,3,-0.953
maricha,rama,4,3,-0.4765
maricha,vulture-king,1,3,-0.953
videhan,rama,2,3,-0.8885
videhan,vulture-king,1,3,-0.8885
videhan,kabandha,1,3,-0.8885
vulture-king,rama,1,3,0.0
vulture-king,kabandha,1,3,0.0
vulture-king,pampa,1,3,0.0
vulture-king,hanuman,1,3,0.0
kabandha,pampa,1,3,0.0
kabandha,hanuman,1,3,0.0
kabandha,raghu,1,3,0.0
pampa,raghu,2,3,-0.6124
hanuman,raghu,5,3,-0.6124
sugriva,bali,10,3,-0.18045999999999998
bali,tara,5,3,-0.031179999999999986
tara,raghu,1,3,-0.5106
sampati,mainaka,1,3,0.7003
mainaka,sinhika,1,3,-0.25
mainaka,lanka,1,3,-0.25
mainaka,hanuman,1,3,-0.25
sinhika,lanka,1,3,0.0516
sinhika,hanuman,1,3,0.0516
lanka,hanuman,3,3,0.0516
vibhishan,ravan,4,3,-0.7269
vibhishan,kumbhakarna,3,3,-0.7269
vibhishan,meghanada,3,3,-0.7571333333333333
kumbhakarna,meghanada,1,3,-0.7269
kumbhakarna,ravan,1,3,-0.7269
kumbhakarna,sita,1,3,-0.7269
meghanada,ravan,1,3,-0.8176
meghanada,sita,1,3,-0.8176
meghanada,pushpak,1,3,-0.8176
pushpak,brahma,1,3,0.4588
pushpak,sita,1,3,0.4588
pushpak,bharadvaja,1,3,0.4588
brahma,sita,1,3,0.4588
brahma,bharadvaja,1,3,0.4588
brahma,wind-god,1,3,0.4588
wind-god,bharat,1,3,0.0
wind-god,rama,2,3,0.0
sita,ravan,1,3,0.936
manu,sagar,2,3,0.0
sarju,kosal,1,3,0.765
kosal,ayodhya,1,3,0.4404
ayodhya,manu,1,3,0.636
dasaratha,indra,3,3,0.5622333333333334
dasaratha,ikshvaku,3,3,0.7322000000000001
indra,manu,4,3,0.6486
vahli,sindhu,1,3,0.4588
vahli,vanayu,1,3,0.4588
vahli,kamboja,1,3,0.4588
sindhu,vanayu,1,3,0.7096
sindhu,kamboja,1,3,0.7096
vanayu,kamboja,1,3,0.7096
mahapadma,anjan,1,3,0.6369
mahapadma,airavat,1,3,0.6369
anjan,airavat,1,3,0.0
ayodhya,dasaratha,5,3,0.39782
vasishtha,vamadeva,7,3,0.7447285714285714
vasishtha,jayanta,1,3,0.8885
vasishtha,vijay,1,3,0.8885
vasishtha,dhrishti,1,3,0.8885
vamadeva,jayanta,1,3,0.2732
vamadeva,vijay,1,3,0.2732
vamadeva,dhrishti,1,3,0.2732
jayanta,vijay,1,3,0.25
jayanta,dhrishti,1,3,0.25
jayanta,siddharth,1,3,0.25
jayanta,arthasadhak,1,3,0.25
jayanta,dharmapal,1,3,0.25
jayanta,asok,1,3,0.25
vijay,dhrishti,1,3,0.25
vijay,siddharth,1,3,0.25
vijay,arthasadhak,1,3,0.25
vijay,dharmapal,1,3,0.25
vijay,asok,1,3,0.25
dhrishti,siddharth,1,3,0.25
dhrishti,arthasadhak,1,3,0.25
dhrishti,dharmapal,1,3,0.25
dhrishti,asok,1,3,0.25
siddharth,arthasadhak,1,3,0.8519
siddharth,dharmapal,1,3,0.8519
siddharth,asok,1,3,0.8519
arthasadhak,dharmapal,1,3,0.8519
arthasadhak,asok,1,3,0.8519
arthasadhak,sumantra,1,3,0.8519
dharmapal,asok,1,3,0.7579
dharmapal,sumantra,1,3,0.7579
asok,sumantra,1,3,0.5267
sumantra,vasishtha,4,3,0.49805
kasyap,vibhandak,2,3,0.0
rishyasring,lomapad,1,3,0.6249
rishyasring,santa,5,3,0.12498000000000001
dasaratha,sanatkumar,2,3,0.1531
kasyap,rishyasring,1,3,0.0
ikshvaku,dasaratha,1,3,0.9136
santa,lomapad,8,3,0.3250125
santa,dasaratha,5,3,0.3291
lomapad,dasaratha,3,3,0.3182
rishyasring,dasaratha,3,3,0.9231000000000001
sumantra,dasaratha,1,3,0.7184
brahma,vasishtha,1,3,0.0
vasishtha,suyajna,4,3,0.70965
vasishtha,javali,6,3,0.7329333333333333
vasishtha,kasyap,6,3,0.7329333333333333
vasishtha,dasaratha,4,3,0.673075
suyajna,vamadeva,1,3,0.8271
suyajna,javali,1,3,0.8271
suyajna,kasyap,1,3,0.8271
suyajna,dasaratha,1,3,0.8271
vamadeva,javali,2,3,0.78505
vamadeva,kasyap,2,3,0.78505
vamadeva,dasaratha,1,3,0.8271
javali,kasyap,2,3,0.82155
javali,dasaratha,1,3,0.9001
kasyap,dasaratha,1,3,0.9001
janak,mithila,1,3,-0.6597
mithila,dasaratha,1,3,-0.1779
dasaratha,kasi,2,3,0.7351
kekaya,lomapad,1,3,0.6908
surashtra,suvira,1,3,0.5423
surashtra,sindhu,1,3,0.5423
suvira,sindhu,1,3,0.5423
sarju,rishyasring,1,3,0.6249
dasaratha,rishyasring,2,3,0.5574
chatushtom,ukthya,1,3,0.0
chatushtom,atiratra,1,3,0.0
ukthya,atiratra,1,3,0.0
ukthya,aptoryam,1,3,0.0
atiratra,aptoryam,1,3,0.0
aptoryam,abhijit,1,3,0.3612
aptoryam,visvajit,1,3,0.3612
abhijit,visvajit,1,3,0.3612
abhijit,jyotishtom,1,3,0.3612
visvajit,jyotishtom,1,3,0.3612
vasishtha,rishyasring,1,3,0.6808
brahma,sthanu,3,3,0.6124
brahma,narayan,3,3,0.6124
brahma,indra,4,3,0.38530000000000003
brahma,maruts,3,3,0.6124
sthanu,narayan,1,3,0.6908
sthanu,indra,1,3,0.6908
sthanu,maruts,1,3,0.6908
narayan,indra,2,3,0.6908
narayan,maruts,2,3,0.6908
indra,maruts,3,3,0.6908
madhu,vishnu,2,3,0.7845
kausalya,sumitra,3,3,0.7188333333333333
sumitra,kaikeyi,5,3,0.53108
bali,mahendra,3,3,0.4019
bali,indra,8,3,0.713275
mahendra,indra,1,3,0.4019
mahendra,sugriva,1,3,0.4019
mahendra,tara,2,3,0.4019
indra,sugriva,2,3,0.4019
indra,tara,4,3,0.4019
sugriva,tara,4,3,0.7783
sugriva,gandhamadan,2,3,0.7783
tara,gandhamadan,2,3,0.8555
gandhamadan,nala,1,3,0.9246
gandhamadan,visvakarma,1,3,0.9246
gandhamadan,agni,1,3,0.9246
gandhamadan,nila,1,3,0.9246
nala,visvakarma,1,3,0.91
nala,agni,1,3,0.91
nala,nila,1,3,0.91
visvakarma,agni,1,3,0.9001
visvakarma,nila,1,3,0.9001
visvakarma,asvins,1,3,0.9001
agni,nila,1,3,0.9337
agni,asvins,1,3,0.9337
nila,asvins,1,3,0.9337
asvins,dwivida,1,3,0.9081
asvins,mainda,1,3,0.9081
asvins,varun,1,3,0.9081
dwivida,mainda,1,3,0.8885
dwivida,varun,1,3,0.8885
dwivida,sushen,1,3,0.8885
dwivida,sarabh,1,3,0.8885
dwivida,hanuman,1,3,0.8885
mainda,varun,1,3,0.8885
mainda,sushen,1,3,0.8885
mainda,sarabh,1,3,0.8885
mainda,hanuman,1,3,0.8885
varun,sushen,1,3,0.8225
varun,sarabh,1,3,0.8225
varun,hanuman,1,3,0.8225
sushen,sarabh,1,3,0.8779
sushen,hanuman,1,3,0.8779
sarabh,hanuman,1,3,0.8779
hanuman,garud,1,3,0.8979
santa,vasishtha,6,3,0.05303333333333333
sumitra,santa,2,3,0.6808
kaikeyi,santa,2,3,0.0
champa,lomapad,1,3,0.7184
chaitra,aditi,1,3,0.7906
aditi,vrihaspati,2,3,0.3818
vrihaspati,kausalya,1,3,0.91
vrihaspati,rama,1,3,0.91
kausalya,rama,9,3,0.9310888888888889
rama,aditi,7,3,0.9299999999999999
ravan,vishnu,1,3,0.25
ravan,kaikeyi,1,3,0.25
vishnu,kaikeyi,5,3,0.7931199999999999
vishnu,bharat,7,3,0.7462000000000001
kaikeyi,bharat,2,3,0.7717
kaikeyi,sumitra,2,3,0.7717
bharat,sumitra,4,3,0.7003
bharat,lakshman,10,3,0.7544799999999998
bharat,satrughna,9,3,0.7738222222222223
sumitra,lakshman,3,3,0.8271000000000001
sumitra,satrughna,3,3,0.8271000000000001
sumitra,vishnu,3,3,0.8271000000000001
sumitra,pushya,4,3,0.7207999999999999
sumitra,mina,4,3,0.7207999999999999
lakshman,satrughna,6,3,0.7906
lakshman,vishnu,6,3,0.7906
lakshman,pushya,6,3,0.7906
lakshman,mina,6,3,0.7906
satrughna,vishnu,3,3,0.7906
satrughna,pushya,3,3,0.7906
satrughna,mina,3,3,0.7906
pushya,mina,1,3,0.4019
pushya,bharat,1,3,0.4019
mina,bharat,1,3,0.4019
vasishtha,rama,15,3,0.7784466666666668
vasishtha,bharat,1,3,0.5859
vasishtha,kaikeyi,1,3,0.5859
vasishtha,sumitra,1,3,0.5859
ayodhya,visvamitra,2,3,-0.43379999999999996
indra,brahma,2,3,0.18489999999999998
rama,raghu,13,3,0.754376923076923
pulastya,ravan,1,3,0.4215
maricha,suvahu,4,3,-0.20095
sunda,upasunda,1,3,0.0
sunda,maricha,3,3,-0.2886
sunda,suvahu,1,3,0.0
upasunda,maricha,1,3,0.2732
upasunda,suvahu,1,3,0.2732
visvamitra,vasishtha,10,3,-0.06421000000000002
ikshvaku,raghu,3,3,0.8309333333333333
krisasva,daksha,2,3,0.9468
krisasva,jaya,2,3,0.9468
daksha,jaya,2,3,0.9516
vasishtha,lakshman,6,3,0.9144333333333335
rama,lakshman,24,3,0.26465000000000005
kusik,rama,3,3,0.7491333333333333
kusik,lakshman,1,3,0.7845
kusik,visvamitra,1,3,0.7845
kusik,wind-god,1,3,0.7845
visvamitra,wind-god,1,3,0.9042
raghu,lakshman,6,3,-0.4269833333333333
indra,lakshman,2,3,-0.5574
asvins,indra,1,3,0.7351
siva,sarju,1,3,0.3182
sarju,rama,2,3,0.5106
visvamitra,sarju,1,3,0.4767
sarju,ganga,1,3,0.0
kandarpa,uma,1,3,0.8176
kandarpa,sthanu,1,3,0.8176
uma,sthanu,1,3,0.6486
kailasa,brahma,1,3,0.0516
kailasa,manas,1,3,0.0516
brahma,manas,2,3,0.3182
brahma,sarju,4,3,0.47755000000000003
brahma,ayodhya,3,3,0.3589333333333333
manas,sarju,1,3,0.3182
manas,ayodhya,1,3,0.3182
sarju,ayodhya,3,3,0.5714
ganga,raghu,1,3,0.34
malaja,indra,1,3,-0.1779
tadaka,sunda,1,3,0.4939
sunda,indra,1,3,0.0
visvamitra,raghu,3,3,0.6172
tadaka,brahma,2,3,0.3804
sunda,agastya,1,3,-0.8658
maricha,agastya,2,3,-0.836
manthara,virochan,1,3,-0.91
manthara,indra,1,3,-0.91
manthara,kavya,1,3,-0.91
virochan,indra,4,3,0.46945
virochan,kavya,1,3,-0.8225
virochan,bhrigu,1,3,-0.8225
indra,kavya,3,3,-0.2521666666666667
indra,bhrigu,3,3,-0.2521666666666667
kavya,bhrigu,1,3,0.8885
kavya,vishnu,1,3,0.8885
bhrigu,vishnu,1,3,0.8885
thousand-eyed,indra,1,3,0.2263
dasaratha,visvamitra,1,3,0.7906
dasaratha,tadaka,1,3,0.7906
visvamitra,tadaka,1,3,0.7506
vishnu,indra,2,3,-0.1012
vishnu,siva,2,3,-0.1012
indra,siva,1,3,0.0516
siva,brahma,2,3,-0.4588
varun,siva,1,3,0.5719
raghu,krisasva,3,3,0.8302333333333335
bali,virochan,5,3,0.9000999999999999
raghu,diksha,2,3,0.3612
suvahu,rama,2,3,-0.4939
indra,visvamitra,1,3,0.9371
visvamitra,rama,1,3,0.4588
visvamitra,mithila,1,3,0.4588
rama,mithila,5,3,0.4588
ganga,himalaya,8,3,0.334075
lakshman,rama,3,3,0.47656666666666664
brahma,kusa,1,3,0.8834
kusamba,kausambi,1,3,0.5574
kusamba,kusanabha,1,3,0.5574
kusamba,mahodaya,1,3,0.5574
kusamba,amurtarajas,1,3,0.5574
kausambi,kusanabha,1,3,0.7096
kausambi,mahodaya,1,3,0.7096
kausambi,amurtarajas,1,3,0.7096
kausambi,dharmaranya,1,3,0.7096
kusanabha,mahodaya,6,3,0.7096
kusanabha,amurtarajas,6,3,0.7096
kusanabha,dharmaranya,6,3,0.7096
mahodaya,amurtarajas,1,3,0.4215
mahodaya,dharmaranya,1,3,0.4215
mahodaya,girivraja,1,3,0.4215
amurtarajas,dharmaranya,1,3,0.4215
amurtarajas,girivraja,1,3,0.4215
dharmaranya,girivraja,1,3,0.3182
sumagadhi,magadh,1,3,0.8481
ghritachi,kusanabha,1,3,0.9168
kanyakubja,chuli,1,3,0.6369
urmila,somada,1,3,0.7906
brahmadatta,kampili,3,3,0.9501
brahmadatta,indra,3,3,0.9501
brahmadatta,kusanabha,3,3,0.9501
kampili,indra,1,3,0.8442
kampili,kusanabha,1,3,0.8442
indra,kusanabha,2,3,0.765
kusa,brahma,4,3,0.7003
kusa,kusanabha,5,3,0.61944
brahma,kusanabha,3,3,0.7003
kusanabha,gadhi,2,3,0.49815
gadhi,brahma,3,3,0.0
satyavati,richika,1,3,0.8516
sona,rama,2,3,0.7096
raghu,ganga,3,3,0.5487666666666667
himalaya,meru,5,3,0.76066
meru,mena,1,3,0.8957
meru,ganga,1,3,0.8957
meru,uma,1,3,0.8957
mena,himalaya,1,3,0.8957
mena,ganga,1,3,0.8957
mena,uma,1,3,0.8957
uma,ganga,4,3,0.8779
uma,himalaya,4,3,0.8779
rudra,uma,1,3,0.8055
rama,ayodhya,1,3,0.0
ayodhya,sagar,1,3,0.5106
sagar,vidarbha,2,3,0.5106
vidarbha,kesini,1,3,0.886
vidarbha,arishtanemi,1,3,0.886
kesini,arishtanemi,2,3,0.886
arishtanemi,sumati,1,3,0.5994
sumati,himalaya,3,3,0.0
bhrigu,sagar,1,3,0.8658
asamanj,sumati,2,3,0.7906
sagar,himalaya,4,3,0.0772
sagar,vindhya,4,3,0.0772
himalaya,vindhya,1,3,0.8074
vindhya,ansuman,1,3,0.7269
ansuman,sagar,1,3,0.222
ansuman,indra,1,3,0.222
vasudeva,madhu,2,3,0.5719
vasudeva,kapil,2,3,0.5719
madhu,kapil,1,3,0.765
soma,bhadra,1,3,0.4215
garud,vinata,1,3,-0.0772
vinata,kapil,1,3,-0.792
sagar,ansuman,6,3,0.8008333333333333
ansuman,dilipa,3,3,0.2976666666666667
dilipa,himalaya,3,3,0.8126000000000001
himalaya,ganga,1,3,0.872
bhagirath,dilipa,4,3,-0.298
ikshvaku,bhagirath,2,3,0.7906
swarga,siva,1,3,0.5859
bhagirath,siva,7,3,-0.45880000000000004
bhagirath,vindu,7,3,-0.45880000000000004
vindu,ganga,1,3,0.743
vindu,hladini,1,3,0.743
vindu,pavani,1,3,0.743
vindu,nalini,1,3,0.743
ganga,hladini,8,3,0.8125999999999999
ganga,pavani,8,3,0.8125999999999999
ganga,nalini,8,3,0.8125999999999999
hladini,pavani,1,3,0.6808
hladini,nalini,1,3,0.6808
hladini,suchakshu,1,3,0.6808
hladini,sita,1,3,0.6808
pavani,nalini,1,3,0.6808
pavani,suchakshu,1,3,0.6808
pavani,sita,1,3,0.6808
pavani,sindhu,1,3,0.6808
nalini,suchakshu,1,3,0.6808
nalini,sita,1,3,0.6808
nalini,sindhu,1,3,0.6808
suchakshu,sita,1,3,0.926
suchakshu,sindhu,1,3,0.926
sita,sindhu,1,3,0.926
sindhu,bhagirath,1,3,0.9201
jahnavi,jahnu,1,3,0.6705
rama,ganga,4,3,0.852525
lakshman,raghu,1,3,0.8481
lakshman,ganga,1,3,0.8481
indra,krita,2,3,0.7351
krita,diti,1,3,0.9132
krita,aditi,1,3,0.9132
diti,aditi,4,3,0.8996
